MaxReturn,ItrTime,TotalExecTime,StdReturn,ExplainedVariance,Perplexity,Entropy,MinReturn,NumTrajs,AveragePolicyStd,AverageReturn,LossBefore,Time,LossAfter,MeanKL,MaxKL
200.0,16.059220552444458,15.843381404876709,43.5889894354,0.0518578776378,17.0561,2.83651,0.0,20,0.999438,10.0,-0.00562391,16.059213399887085,-0.00691362,0.00769302,0.918045
500.0,14.897823095321655,14.621970176696777,131.909059583,0.181894961599,16.9605,2.83089,0.0,20,0.996779,60.0,0.0098985,30.96719193458557,0.0249273,0.131503,18.0753
300.0,16.650424003601074,16.475916624069214,65.3834841531,0.0859962091739,17.0446,2.83584,0.0,20,0.999242,15.0,-0.0108352,47.62533402442932,-0.0110167,2.03788e-05,5.70603e-05
200.0,16.703983545303345,16.49085783958435,43.5889894354,0.0714538532993,16.9525,2.83042,0.0,20,0.996517,10.0,-0.0142643,64.36607050895691,-0.0159677,0.0019619,0.269126
0.0,13.019705772399902,12.867994785308838,0.0,1,16.8321,2.82329,0.0,20,0.993009,0.0,-0.0,77.39209055900574,-0.0,0.0,0.0
1000.0,16.414339065551758,16.287543058395386,220.0,0.229841744473,16.8321,2.82329,0.0,20,0.993009,60.0,-0.000843465,93.84987139701843,-0.00397534,0.00100079,0.0134313
400.0,17.001410722732544,16.901862382888794,90.0,0.110795841249,16.825,2.82286,0.0,20,0.992781,30.0,0.0012471,110.90253758430481,0.000553269,0.000196252,0.00358693
