Perplexity,Time,AverageReturn,MinReturn,TotalExecTime,Entropy,NumTrajs,StdReturn,MaxReturn,MeanKL,ExplainedVariance,LossAfter,MaxKL,AveragePolicyStd,LossBefore,ItrTime
5.67789,6.2261998653411865,157.5,0.0,6.156292200088501,1.73658,40,177.323856263,600.0,0.347795,0.308928120772,-0.0404531,1.19451,0.58088,0.0132396,6.2262067794799805
5.75356,12.5367431640625,1265.0,0.0,6.220194339752197,1.74982,40,549.340513707,2500.0,0.262851,0.438395134532,-0.0263607,0.693792,0.585641,0.0356049,6.304450511932373
5.85691,18.79314947128296,5475.0,3800.0,6.198283672332764,1.76762,40,739.171833879,6900.0,0.860918,0.8676394221,-0.171028,2.55398,0.591485,-0.0149366,6.253776788711548
5.81333,24.94767713546753,6560.0,500.0,6.048658132553101,1.76015,40,2474.44943371,8100.0,0.114105,0.714043965156,-0.0694371,0.800382,0.589048,-0.019864,6.139943361282349
5.75588,30.91474151611328,7572.5,2700.0,5.920782089233398,1.75022,40,800.620852839,8100.0,0.056933,0.947004731595,-0.0134834,0.471891,0.586523,0.0059812,5.962191343307495
5.77312,37.3495557308197,7647.5,6300.0,6.377360105514526,1.75321,40,291.536875884,8100.0,0.129191,0.992567084043,-0.053298,0.522824,0.587512,-0.0169765,6.41448450088501
5.72432,44.44537401199341,7810.0,7200.0,7.044997930526733,1.74472,40,228.910462845,8200.0,0.0651692,0.99560097673,-0.0422274,0.341718,0.585308,-0.0171861,7.089230060577393
