StdReturn,LossBefore,AveragePolicyStd,ExplainedVariance,Time,Perplexity,Entropy,AverageReturn,ItrTime,NumTrajs,MaxKL,TotalExecTime,MaxReturn,MinReturn,LossAfter,MeanKL
775.499838814,0.00640763,0.917354,0.179126853596,7.5633063316345215,14.1457,2.64941,640.0,7.563312292098999,20,0.915058,7.487620115280151,2600.0,0.0,-0.0388755,0.248247
2735.96418105,-0.005513,0.921335,0.77093630383,14.806445837020874,14.2367,2.65582,17850.0,7.236853837966919,20,0.299661,7.148597955703735,21800.0,10600.0,-0.0375778,0.120662
1084.4814429,0.0146715,0.920502,0.96697401257,22.122525453567505,14.1975,2.65306,21030.0,7.3119893074035645,20,0.0907242,7.245699882507324,23100.0,19200.0,0.00771916,0.0113134
1245.50190686,-0.0168048,0.923967,0.958188307189,29.478879928588867,14.302,2.6604,21015.0,7.350228786468506,20,0.427935,7.320245742797852,22900.0,18600.0,-0.035418,0.0526661
777.737102111,-0.0245512,0.920519,0.966802810796,36.766345739364624,14.1824,2.652,21625.0,7.280170202255249,20,0.0810846,7.162736177444458,22700.0,20300.0,-0.0361461,0.0397183
319.804627859,-0.0074161,0.914798,0.992023870703,43.93488645553589,14.0093,2.63972,22465.0,7.165808200836182,20,0.484694,7.118130207061768,23000.0,21500.0,-0.0226515,0.0304899
1069.70790406,-0.00689472,0.912947,0.974452652534,51.17496299743652,13.9575,2.63601,22115.0,7.223414897918701,20,0.48256,7.191831111907959,23300.0,20100.0,-0.0331915,0.0584564
