NumTrajs,LossBefore,MeanKL,LossAfter,MaxReturn,StdReturn,ExplainedVariance,Time,MinReturn,TotalExecTime,ItrTime,AverageReturn,Perplexity,AveragePolicyStd,Entropy,MaxKL
20,-0.0137811,0.0872177,-0.0362055,3900.0,1100.18180316,0.405571616933,10.761959075927734,0.0,10.681165218353271,10.761964797973633,1640.0,17.1557,1.00326,2.84233,0.603056
20,0.0218922,0.131111,-0.0125377,12000.0,2589.45457577,0.337759270848,21.562601804733276,0.0,10.728885173797607,10.789407730102539,5835.0,16.9209,0.996419,2.82855,0.469042
20,-0.00995158,0.229301,-0.0502095,25500.0,3270.66889183,0.604626182448,32.15231132507324,11300.0,10.541496753692627,10.57939076423645,19115.0,17.1071,1.00186,2.83949,0.493112
20,0.00358083,0.0401035,-0.0100872,34800.0,3902.72661097,0.803145473408,42.98555326461792,17900.0,10.781964778900146,10.828957319259644,29235.0,17.0222,0.999162,2.83452,0.121973
20,-0.00270891,0.0129114,-0.00805301,37900.0,10327.5311667,0.798183636526,53.79690384864807,0.0,10.767585277557373,10.807780265808105,26710.0,17.0527,1.00008,2.83631,0.0645444
20,-0.0132374,0.0212427,-0.0204987,39200.0,4738.19322105,0.855810108698,64.60551810264587,21500.0,10.750080585479736,10.801277160644531,32255.0,17.0296,0.999384,2.83495,0.0583878
20,-0.00530639,0.0642119,-0.0157465,38500.0,3696.16016969,0.894721291481,75.15557861328125,25700.0,10.49224328994751,10.536764144897461,34720.0,16.9173,0.99608,2.82834,0.13928
