Entropy,MinReturn,Perplexity,MaxReturn,Time,AverageReturn,ExplainedVariance,MaxKL,AveragePolicyStd,TotalExecTime,LossAfter,NumTrajs,MeanKL,LossBefore,ItrTime,StdReturn
2.83651,0.0,17.0561,3300.0,16.526424169540405,165.0,0.133854567226,39.9708,0.999438,16.213807821273804,-0.0592246,20,0.467431,0.0101345,16.526432752609253,719.218325684
2.84665,0.0,17.2299,500.0,32.77206897735596,25.0,0.066926977307,27.9685,1.00443,16.176090002059937,-0.014351,20,0.198078,-0.0192387,16.23853611946106,108.972473589
2.83703,0.0,17.0649,1000.0,49.703712463378906,90.0,0.197926832402,0.00369633,0.999595,16.7547447681427,0.0100235,20,0.000559311,0.011573,16.92398715019226,238.537208838
2.84281,0.0,17.164,0.0,65.73897051811218,0.0,1,0.0,1.00251,15.951977968215942,-0.0,20,0.0,-0.0,16.007286310195923,0.0
2.84281,0.0,17.164,800.0,83.08034491539001,45.0,0.169233795422,0.0789256,1.00251,17.17134690284729,0.00477828,20,0.000676679,0.00679806,17.32359552383423,174.570902501
2.84621,0.0,17.2224,0.0,100.39199614524841,0.0,1,0.0,1.00421,16.979013204574585,-0.0,20,0.0,-0.0,17.271432161331177,0.0
2.84621,0.0,17.2224,0.0,117.54707455635071,0.0,1,0.0,1.00421,16.940316915512085,-0.0,20,0.0,-0.0,17.141018629074097,0.0
