LossBefore,LossAfter,MeanKL,TotalExecTime,ExplainedVariance,ItrTime,AveragePolicyStd,StdReturn,Time,Perplexity,Entropy,MaxReturn,NumTrajs,MinReturn,AverageReturn,MaxKL
0.00184652,-0.0114968,0.051968,18.311323881149292,0.0934113702139,18.45861554145813,0.92455,21.7944947177,18.458608627319336,14.5788,2.67957,100.0,20,0.0,5.0,0.669364
-0.0067654,-0.033698,0.0832913,17.51241946220398,0.280199185546,17.605043172836304,0.925218,974.884608556,36.09174156188965,14.6057,2.68141,3200.0,20,0.0,540.0,1.48299
-0.00495384,-0.0320175,0.0974814,16.621893405914307,0.726863762834,16.67273235321045,0.923557,6729.77525628,52.772757053375244,14.5564,2.67803,19200.0,20,0.0,8275.0,0.51885
-7.274e-05,-0.0203723,0.0676934,16.679388999938965,0.847167062544,16.73174262046814,0.922407,10218.8502289,69.51180601119995,14.5204,2.67555,37600.0,20,0.0,29090.0,0.891235
-0.00405025,-0.0130686,0.0261416,16.974762201309204,0.942713871731,17.020829439163208,0.922461,2051.73097652,86.54001307487488,14.5198,2.67552,42600.0,20,32800.0,39480.0,0.688631
0.00750139,-0.000666093,0.0352476,16.688583850860596,0.960727874097,16.75350832939148,0.921591,1527.57160225,103.2995138168335,14.4905,2.67349,42800.0,20,36900.0,40355.0,0.211801
-0.00695046,-0.0178398,0.0321889,16.91305136680603,0.971906915617,16.960374355316162,0.923237,1878.68970296,120.26655507087708,14.5449,2.67724,43100.0,20,34400.0,41255.0,0.397254
