LossBefore,0StdReturn,MeanKLBefore,ItrTime,0PolicyExecTime,1ExplainedVariance,1StdReturn,1ProcessExecTime,0AveragePolicyStd,1PolicyExecTime,1AveragePolicyStd,Time,MeanKL,0MaxReturn,0ExplainedVariance,1EnvExecTime,0NumTrajs,1Perplexity,0EnvExecTime,1AverageReturn,0Entropy,0ProcessExecTime,1MinReturn,0AverageReturn,ComputeUpdatedDistTime,1NumTrajs,dLoss,LossAfter,1MaxReturn,1Entropy,0MinReturn,0Perplexity
2.47382558882e-10,4046.8914873,3.72528674575e-09,910.420574426651,206.22749590873718,0.135154384284,5390.0790901,6.70749044418335,0.906046,335.16815662384033,0.905211,11942.671261548996,0.00704928208143,20600.0,0.0942102979923,166.31243896484375,2000,13.9948,164.74385166168213,2301.55,2.64053,6.668907165527344,0.0,1542.3,0.2691166400909424,2000,0.00136020350328,-0.0013602032559,22300.0,2.63868,0.0,14.0206
6.40284270048e-10,4283.19151918,1.67637992377e-08,908.9810888767242,214.0293333530426,0.16497496286,5878.30208819,6.561946868896484,0.904184,327.8797535896301,0.903558,12856.188403606415,0.00875724293292,20400.0,0.0869138641234,164.61507415771484,2000,13.9435,164.44782948493958,2911.6,2.6364,6.569829702377319,0.0,1807.1,0.2545130252838135,2000,0.00169905863004,-0.00169905798975,22200.0,2.63501,0.0,13.9628
3.20142135024e-10,4181.38148343,-3.72528585757e-09,907.3153002262115,211.2017900943756,0.217665718491,6675.25031066,6.626363277435303,0.901785,329.6167652606964,0.899893,13768.552055120468,0.00643968442455,21900.0,0.0760015173597,165.69786882400513,2000,13.8271,162.8543426990509,3692.7,2.63087,6.521315336227417,0.0,1666.7,0.25444531440734863,2000,0.00142299136496,-0.00142299104482,22400.0,2.62663,0.0,13.8859
-1.34241417982e-09,4206.51577169,8.18789480661e-16,896.2539098262787,211.70880246162415,0.225180350753,7072.93921294,6.520405530929565,0.900152,318.42712354660034,0.899639,14669.554816246033,0.00953441485763,23300.0,0.0827302706989,165.4281084537506,2000,13.8193,163.13256216049194,4178.3,2.62725,6.533958673477173,0.0,1807.75,0.2625312805175781,2000,0.00161107215899,-0.00161107350141,22500.0,2.62606,0.0,13.8357
1.41881173477e-10,4614.05455077,-1.303852315e-08,909.8298335075378,214.8761830329895,0.193744515754,6884.63862523,6.599433422088623,0.900566,327.0978364944458,0.898519,15584.260736942291,0.00759405642748,21500.0,0.0800201500563,165.6420657634735,2000,13.7845,164.3235363960266,3819.0,2.6281,6.571312427520752,0.0,2103.95,0.2724916934967041,2000,0.00156187489847,-0.00156187475659,22400.0,2.62355,0.0,13.8474
1.30967237055e-09,4738.6537727,-3.72528474735e-09,908.5161988735199,214.3716127872467,0.216516862182,7485.27860387,6.539608955383301,0.884834,326.5337119102478,0.884462,16497.76212620735,0.00963370036334,21900.0,0.0678881352814,165.89381217956543,2000,13.3592,163.8682246208191,4444.15,2.59306,6.5316925048828125,0.0,2150.65,0.2534058094024658,2000,0.00191886760877,-0.00191886629909,22600.0,2.5922,0.0,13.3707
5.02041075379e-10,5025.11594991,1.86264237367e-09,920.0845458507538,216.54130840301514,0.24511954456,8060.58358619,6.656224012374878,0.880037,332.95159792900085,0.879539,17422.546180725098,0.00892624352127,21300.0,0.0728809308233,167.37641739845276,2000,13.212,164.8175036907196,4978.5,2.58228,6.639607667922974,0.0,2431.3,0.2615482807159424,2000,0.00153007920744,-0.0015300787054,22700.0,2.58113,0.0,13.2272
-2.07364792004e-10,5106.31972266,3.72528474735e-09,951.4947345256805,216.11617517471313,0.238010919635,8364.49839724,6.971734523773193,0.88455,358.6248540878296,0.884271,18378.77301979065,0.00747928163037,22300.0,0.0733226210118,172.94594621658325,2000,13.3516,164.86753678321838,5401.25,2.5923,6.685450553894043,0.0,2391.7,0.26854801177978516,2000,0.00141851164153,-0.0014185118489,23100.0,2.59164,0.0,13.3605
6.51198206469e-10,5179.25216392,-3.60822483003e-16,932.984335899353,221.0721366405487,0.219174717334,8218.38146109,6.738457679748535,0.883507,338.98106956481934,0.883464,19316.948134422302,0.00761542655528,21600.0,0.0740058365661,168.18733143806458,2000,13.3303,166.1286027431488,5129.6,2.59015,6.700864315032959,0.0,2447.35,0.24726438522338867,2000,0.00183447678501,-0.00183447613381,23100.0,2.59004,0.0,13.3318
4.05634636991e-10,5169.33538064,0.0,963.262857913971,232.59332585334778,0.243217717981,8765.3149082,6.974331855773926,0.871956,349.1241536140442,0.871588,20284.874978780746,0.00653540948406,21800.0,0.0743282279634,172.58259630203247,2000,12.9745,169.8049955368042,5688.4,2.56383,6.883155345916748,0.0,2519.15,0.257915735244751,2000,0.00114242214295,-0.00114242173731,23000.0,2.56298,0.0,12.9854
2.18278728426e-10,4956.95216741,-2.60770551819e-08,857.2147703170776,193.1054389476776,0.261313685374,9161.94477117,6.425600290298462,0.865198,306.0072991847992,0.865573,21146.921326637268,0.00719719892368,23000.0,0.0715731527597,161.26102685928345,2000,12.7923,159.65560793876648,6284.9,2.54803,6.415278434753418,0.0,2271.1,0.2656364440917969,2000,0.00110941774619,-0.00110941752791,23600.0,2.54884,0.0,12.7819
-5.16592990607e-10,4784.31079441,2.49800180541e-16,851.3728954792023,195.50907635688782,0.258051478235,9415.97524158,6.3423590660095215,0.846588,298.79022908210754,0.845887,22003.12180161476,0.00654746033251,22700.0,0.0794444739557,160.14385271072388,2000,12.213,159.91760683059692,6775.5,2.50421,6.436448574066162,0.0,2235.85,0.2535209655761719,2000,0.00109603716555,-0.00109603768215,23300.0,2.5025,0.0,12.2339
