ExplainedVariance,MinReturn,ItrTime,MeanKL,StdReturn,NumTrajs,MaxKL,Entropy,TotalExecTime,LossAfter,Time,MaxReturn,AveragePolicyStd,AverageReturn,LossBefore,Perplexity
1,0.0,10.659195899963379,0.0,0.0,20,0.0,2.69307,10.558696508407593,-0.0,10.659191370010376,0.0,0.930467,0.0,-0.0,14.777
1,0.0,9.957888126373291,0.0,0.0,20,0.0,2.69307,9.837943315505981,-0.0,20.621490240097046,0.0,0.930467,0.0,-0.0,14.777
0.0946968037763,0.0,10.44621992111206,0.0278576,239.321958875,20,0.210895,2.69307,10.384322881698608,-0.00991645,31.07204008102417,1000.0,0.930467,85.0,0.00173569,14.777
0.25426547683,0.0,9.988776206970215,0.0584183,453.43136195,20,0.886573,2.69394,9.935412406921387,-0.02129,41.06623888015747,1200.0,0.930832,320.0,0.00630062,14.7899
0.640028946545,0.0,11.17735767364502,0.0545856,429.50552965,20,0.843768,2.69709,11.034421443939209,-0.0341174,52.249189615249634,1400.0,0.932258,805.0,-0.0135942,14.8365
0.760035260508,1000.0,9.990743398666382,0.0458633,362.31892029,20,0.637041,2.69029,9.92678451538086,-0.00991668,62.24472093582153,2700.0,0.929141,1315.0,0.00521933,14.736
0.59994738099,400.0,10.337230682373047,0.0348567,745.972519601,20,0.315247,2.6929,10.295198917388916,-0.0120829,72.58728361129761,3200.0,0.930462,1805.0,0.00219056,14.7745
