Entropy,MaxKL,LossAfter,Perplexity,Time,TotalExecTime,MaxReturn,ExplainedVariance,StdReturn,MinReturn,LossBefore,MeanKL,ItrTime,NumTrajs,AveragePolicyStd,AverageReturn
2.73374,3.17015,-0.0200717,15.3903,6.505720615386963,6.425774335861206,16700.0,0.321218656005,4447.74943089,0.0,-0.0045802,0.25095,6.505725622177124,20,0.949513,6855.0
2.72916,0.107399,0.00646234,15.32,13.002169370651245,6.411136865615845,22300.0,0.755077114973,6437.34999825,200.0,0.0220948,0.0245252,6.492087125778198,20,0.947451,15905.0
2.74021,0.136946,-0.0347334,15.4902,19.570287227630615,6.521971940994263,22900.0,0.725254156051,4564.45779913,6600.0,-0.0265877,0.0211461,6.5639989376068115,20,0.952526,17465.0
2.72691,0.270076,-0.0273219,15.2856,26.18164324760437,6.561422109603882,22300.0,0.711359892578,3881.42692833,7800.0,-0.00424898,0.0715983,6.605325222015381,20,0.946292,16995.0
2.72479,0.278938,-0.0275722,15.2532,32.77035069465637,6.542632818222046,21700.0,0.740547294984,6666.44582968,3800.0,-0.00520682,0.0863722,6.5828776359558105,20,0.945534,14550.0
2.72218,0.141755,0.000922948,15.2135,39.48343324661255,6.607418060302734,22400.0,0.796648348269,6708.42008225,0.0,0.00591385,0.0148108,6.699407577514648,20,0.944502,15890.0
2.72514,0.0830331,-0.0270544,15.2586,45.887141704559326,6.326412677764893,23000.0,0.892248639258,4884.04289498,0.0,-0.0210834,0.0144757,6.3996171951293945,20,0.946017,20025.0
