StdReturn,Perplexity,TotalExecTime,LossAfter,Time,AveragePolicyStd,AverageReturn,ItrTime,NumTrajs,Entropy,MinReturn,MeanKL,LossBefore,MaxKL,ExplainedVariance,MaxReturn
0.0,15.4937,5.677814722061157,-0.0,5.738502502441406,0.95435,0.0,5.738505840301514,20,2.74043,0.0,0.0,-0.0,0.0,1,0.0
21.7944947177,15.4937,5.609696865081787,-0.00768656,11.442591190338135,0.95435,5.0,5.699424505233765,20,2.74043,0.0,0.0231478,0.00336419,0.257655,0.0584199085912,100.0
21.7944947177,15.5198,5.930109739303589,-0.017348,17.45888924598694,0.955026,5.0,6.0125508308410645,20,2.74212,0.0,0.0225605,-0.00455927,0.227622,0.0461198762063,100.0
30.0,15.4844,5.627476215362549,-0.0204163,23.153313159942627,0.953937,10.0,5.68470025062561,20,2.73984,0.0,0.0550007,0.00785706,0.631946,0.102614763277,100.0
21.7944947177,15.5454,5.7006402015686035,-0.0155319,28.91800880432129,0.955643,5.0,5.743840217590332,20,2.74376,0.0,0.0207294,-0.00547286,0.156747,0.0409132429715,100.0
203.960780544,15.5029,5.878137826919556,-0.0164163,34.840351819992065,0.954287,80.0,5.91232705116272,20,2.74103,0.0,0.0106367,-0.00865548,0.0325003,0.0707979215092,900.0
91.6515138991,15.436,5.869429588317871,-0.0320544,40.750327825546265,0.952177,60.0,5.9031662940979,20,2.7367,0.0,0.0860269,0.00209954,0.984259,0.25561133364,300.0
