MaxReturn,Time,TotalExecTime,Perplexity,LossBefore,StdReturn,NumTrajs,AverageReturn,MaxKL,ExplainedVariance,Entropy,MinReturn,LossAfter,AveragePolicyStd,MeanKL,ItrTime
1200.0,7.442513942718506,7.3482019901275635,16.3558,0.00745221,279.273611356,40,247.5,100.316,0.120718544268,2.79458,0.0,-0.0833815,0.982009,0.483139,7.442518711090088
1400.0,15.613194465637207,8.109432458877563,16.4782,-0.00527011,354.533143726,40,467.5,2.05735,0.275897960285,2.80204,0.0,-0.0343078,0.98641,0.105062,8.167859077453613
2300.0,22.761504888534546,7.108526229858398,16.4348,0.00523715,535.904609049,40,1107.5,7.99642,0.410740090816,2.7994,0.0,-0.066014,0.985371,0.328226,7.145239353179932
4600.0,30.145937204360962,7.317705869674683,16.4779,-0.0294593,780.028044368,40,2682.5,1.81835,0.575242900794,2.80202,900.0,-0.0530895,0.986876,0.0684916,7.379157543182373
4900.0,37.365867137908936,7.075524568557739,16.2369,0.0194732,1017.46928701,40,2997.5,24.8595,0.551657003974,2.78729,700.0,-0.0262574,0.979336,0.204001,7.206273317337036
6600.0,44.67599654197693,7.259429454803467,16.3958,-0.0108909,1184.52522134,40,3870.0,12.318,0.632328964855,2.79703,400.0,-0.0304483,0.983386,0.0388816,7.304302930831909
6700.0,53.22322392463684,8.475766658782959,16.3068,-0.032505,1402.35516186,40,3970.0,3.45996,0.62661502211,2.79158,0.0,-0.0581822,0.980649,0.0487654,8.537280797958374
