MaxReturn,LossBefore,StdReturn,MeanKL,MinReturn,Time,Perplexity,LossAfter,NumTrajs,TotalExecTime,ItrTime,AverageReturn,MaxKL,Entropy,ExplainedVariance,AveragePolicyStd
1500.0,2.21431e-05,360.546460252,1.02907,0.0,4.704227924346924,11.0609,-0.132453,40,4.6508097648620605,4.704230546951294,427.5,22.4041,2.40341,0.173266371498,0.805297
5500.0,-0.0265326,1165.43714974,0.217838,100.0,9.651423692703247,11.0611,-0.106533,40,4.864450931549072,4.944263219833374,3877.5,2.26746,2.40343,0.658831155437,0.805233
7500.0,-0.0654533,698.641538988,0.0373454,4400.0,14.356662511825562,10.9153,-0.0925197,40,4.663553237915039,4.701106071472168,5580.0,2.94362,2.39017,0.887649765568,0.800216
7300.0,-0.0436934,775.741580683,0.084583,4200.0,19.095269680023193,10.5639,-0.0716005,40,4.69378662109375,4.734557151794434,5935.0,1.34155,2.35744,0.891583629839,0.787019
7300.0,-0.0275339,953.821262082,0.081483,3600.0,23.916247606277466,10.3356,-0.0592777,40,4.768462896347046,4.812600374221802,6015.0,1.17923,2.33559,0.884517258285,0.778532
7300.0,-0.0599174,735.182800397,0.270775,4400.0,28.553099870681763,10.1943,-0.129767,40,4.564146041870117,4.631479740142822,6127.5,31.3227,2.32183,0.895062252741,0.773083
8000.0,-0.0416606,1528.22609584,0.213908,2500.0,33.700429916381836,9.89341,-0.103209,40,5.075608968734741,5.140548944473267,5705.0,5.24397,2.29187,0.814359175092,0.761571
