AverageReturn,Perplexity,MaxKL,ItrTime,LossAfter,NumTrajs,ExplainedVariance,StdReturn,MinReturn,Entropy,AveragePolicyStd,Time,LossBefore,MaxReturn,TotalExecTime,MeanKL
285.0,15.3903,1.94382,13.839755296707153,-0.0211742,20,0.250681422821,739.104187514,0.0,2.73374,0.949513,13.839753150939941,0.0111603,3200.0,13.706141233444214,0.215759
6480.0,15.563,0.38119,12.42416763305664,-0.0346497,20,0.747402845439,8324.45794031,0.0,2.7449,0.954798,26.268149375915527,-0.0108501,19800.0,12.366196155548096,0.0755378
9355.0,15.4788,0.592344,12.421172618865967,-0.0311061,20,0.740695965623,7939.92915586,0.0,2.73947,0.952103,38.69866132736206,-0.0108743,21300.0,12.305888652801514,0.0752571
14750.0,15.3949,0.159422,12.007164478302002,-0.0384051,20,0.832583316788,7205.86566625,0.0,2.73404,0.949544,50.73341417312622,-0.0210423,21800.0,11.874839305877686,0.0333878
15725.0,15.2338,0.476517,12.317346096038818,-0.0468957,20,0.82760689385,5945.23969239,2600.0,2.72352,0.944544,63.056946754455566,-0.0225235,21400.0,12.213441848754883,0.0573331
16305.0,15.0632,0.155336,11.680863380432129,-0.0129024,20,0.874872277888,7202.46312035,0.0,2.71225,0.939239,74.74358224868774,0.000129988,21800.0,11.581560850143433,0.0145388
18685.0,15.0642,0.0924259,12.442013502120972,-0.0121449,20,0.918242164999,4591.97942069,0.0,2.71232,0.939223,87.18911838531494,-0.0052306,21800.0,12.392744064331055,0.026254
