AverageReturn,Time,Perplexity,ExplainedVariance,MaxReturn,AveragePolicyStd,LossAfter,StdReturn,MaxKL,Entropy,NumTrajs,TotalExecTime,MeanKL,LossBefore,ItrTime,MinReturn
10580.0,6.8711559772491455,13.0471,0.582396368983,15100.0,0.87453,-0.11611,2318.74966307,1.81196,2.56857,20,6.787096977233887,0.809663,-0.00120543,6.871161460876465,6300.0
14925.0,12.821490287780762,13.0314,0.749392866812,19300.0,0.874337,-0.0541982,2157.28417229,0.559078,2.56736,20,5.817934513092041,0.288129,0.00834537,5.945924282073975,11000.0
17365.0,19.57057523727417,13.0859,0.861640453759,20700.0,0.87613,-0.0982049,1804.51517034,0.763016,2.57154,20,6.705394506454468,0.208553,-0.0291891,6.74636435508728,13800.0
16485.0,25.979769468307495,12.8963,0.833420681138,19400.0,0.869545,-0.0557989,1807.28387366,0.290654,2.55694,20,6.359546661376953,0.162412,-0.0189894,6.397876262664795,12500.0
19915.0,32.454718589782715,12.7745,0.962554953098,21300.0,0.86542,-0.0752885,1020.91870391,0.310162,2.54745,20,6.4287192821502686,0.1091,-0.0372944,6.466669797897339,17500.0
19130.0,38.938076972961426,12.5385,0.960752469959,20500.0,0.857373,-0.0599735,897.273648337,0.543412,2.5288,20,6.419281244277954,0.218651,-0.01583,6.458211898803711,17400.0
19820.0,46.02112436294556,12.4396,0.94557995968,21300.0,0.85377,-0.0788163,1263.56638132,0.70231,2.52089,20,7.045260429382324,0.371021,-0.00821521,7.074781656265259,16500.0
