NumTrajs,TotalExecTime,Time,LossAfter,ExplainedVariance,ItrTime,LossBefore,AverageReturn,MaxReturn,StdReturn,AveragePolicyStd,Perplexity,Entropy,MeanKL,MaxKL,MinReturn
20,6.278467178344727,6.345885276794434,-0.0045191,0.28231216642,6.345890045166016,0.000931527,2440.0,8600.0,2583.8730619,0.949513,15.3903,2.73374,0.241083,3.31545,0.0
20,6.078571796417236,12.505475521087646,-0.0152685,0.663712441009,6.152978181838989,0.00331783,12480.0,22200.0,7369.09763811,0.949857,15.4047,2.73467,0.0431696,0.205518,2300.0
20,5.766934156417847,18.325718641281128,-0.100773,0.70456760075,5.81020712852478,-0.0385628,16295.0,22200.0,3963.77030111,0.950597,15.4302,2.73633,0.141543,1.94091,8900.0
20,5.825728178024292,24.192530870437622,-0.0077976,0.826212938705,5.863130569458008,-0.000579448,16345.0,21900.0,6599.35413507,0.941561,15.1356,2.71705,0.0173487,0.0943881,0.0
20,5.80181622505188,30.055111169815063,-0.0159524,0.772514230911,5.845734119415283,-0.00111401,16380.0,22900.0,7234.5421417,0.941404,15.1312,2.71676,0.0377802,0.230885,0.0
20,5.7536702156066895,35.883161306381226,-0.00730114,0.74761990161,5.824569463729858,0.0172513,14865.0,22700.0,8275.03927483,0.941192,15.1228,2.7162,0.0478505,0.341457,0.0
20,5.399019241333008,41.35945248603821,-0.0551697,0.874836675057,5.469749927520752,-0.0295601,20110.0,22900.0,2508.16666113,0.945371,15.2538,2.72483,0.102782,0.402888,14800.0
