MaxReturn,AveragePolicyStd,LossBefore,ExplainedVariance,ItrTime,LossAfter,Perplexity,NumTrajs,Entropy,Time,MeanKL,MaxKL,StdReturn,MinReturn,AverageReturn,TotalExecTime
300.0,0.95435,-0.0163056,0.885780552712,5.920690298080444,-0.0892758,15.4937,20,2.74043,5.920685052871704,0.265145,5.55505,58.9491306128,100.0,245.0,5.866394758224487
300.0,0.946443,-0.0144163,0.593226899223,5.899206161499023,-0.0240121,15.2431,20,2.72413,11.824803829193115,0.0169299,0.0968918,114.455231423,0.0,170.0,5.799677610397339
300.0,0.94285,-0.032399,0.783283729605,9.965664625167847,-0.0472919,15.1336,20,2.71692,21.79344081878662,0.0230557,0.254983,79.2148975888,0.0,235.0,9.932251453399658
300.0,0.935246,0.0132269,0.875257277186,5.67003870010376,0.00238929,14.8904,20,2.70072,27.466042280197144,0.0124404,0.193544,57.2276157113,100.0,235.0,5.634767770767212
300.0,0.937914,0.00197927,0.786078308996,5.693940162658691,-0.0166215,14.9892,20,2.70733,33.16589975357056,0.0424577,0.168098,81.2403840464,0.0,220.0,5.6557111740112305
300.0,0.938283,0.00389409,0.901960277875,5.625088930130005,-0.00635356,15.0041,20,2.70832,38.79484558105469,0.0187935,0.167917,48.9897948557,200.0,260.0,5.577553749084473
300.0,0.939123,-0.0102224,0.88908702148,5.544050693511963,-0.0216686,15.0333,20,2.71027,44.34281921386719,0.0142022,0.274474,49.7493718553,200.0,245.0,5.4965980052948
