LossBefore,StdReturn,LossAfter,TotalExecTime,MeanKL,MaxKL,AveragePolicyStd,MaxReturn,NumTrajs,ExplainedVariance,ItrTime,AverageReturn,MinReturn,Entropy,Perplexity,Time
-0.0,0.0,-0.0,9.548590898513794,0.0,0.0,0.935103,0.0,20,1,9.618056774139404,0.0,0.0,2.7007,14.8902,9.618050813674927
-0.0,0.0,-0.0,9.40621566772461,0.0,0.0,0.935103,0.0,20,1,9.463265895843506,0.0,0.0,2.7007,14.8902,19.084569454193115
-0.0,0.0,-0.0,9.715658187866211,0.0,0.0,0.935103,0.0,20,1,9.77588176727295,0.0,0.0,2.7007,14.8902,28.864874839782715
-0.0,0.0,-0.0,9.71499752998352,0.0,0.0,0.935103,0.0,20,1,9.786052703857422,0.0,0.0,2.7007,14.8902,38.65602254867554
-0.0,0.0,-0.0,9.650365352630615,0.0,0.0,0.935103,0.0,20,1,9.758909940719604,0.0,0.0,2.7007,14.8902,48.42137551307678
-0.0,0.0,-0.0,9.338465929031372,0.0,0.0,0.935103,0.0,20,1,9.394700765609741,0.0,0.0,2.7007,14.8902,57.820406675338745
-0.0,0.0,-0.0,8.859211206436157,0.0,0.0,0.935103,0.0,20,1,8.904200553894043,0.0,0.0,2.7007,14.8902,66.73150420188904
