Perplexity,MeanKL,NumTrajs,AverageReturn,ItrTime,LossBefore,AveragePolicyStd,LossAfter,ExplainedVariance,StdReturn,MinReturn,MaxReturn,Time,Entropy,TotalExecTime,MaxKL
17.1021,1.55727,20,5.0,15.797776222229004,0.0117288,1.00066,-0.22495,0.0752192331543,21.7944947177,0.0,100.0,15.797769784927368,2.8392,15.485888481140137,156.684
17.3039,12.8047,20,60.0,16.969075679779053,-0.0177933,1.00658,2.9027,0.219524577676,203.469899494,0.0,900.0,32.78130793571472,2.85093,16.70930242538452,1625.82
17.1506,18.8243,20,120.0,17.220515251159668,-0.0160247,1.00212,4.31867,0.414778274437,324.961536185,0.0,1400.0,50.02147054672241,2.84203,17.046807289123535,1206.71
17.0137,0.00269625,20,10.0,18.268587350845337,-0.0224698,0.998106,-0.0268384,0.594824080024,43.5889894354,0.0,200.0,68.29990983009338,2.83402,17.996082544326782,0.0282307
16.8237,3.80868,20,10.0,16.511807441711426,-0.00890179,0.992497,0.332812,0.204098206615,30.0,0.0,100.0,84.83726143836975,2.82279,16.37908911705017,457.741
16.7489,0.814891,20,50.0,16.499019622802734,0.00415985,0.990293,-0.0403463,0.101352005127,217.944947177,0.0,1000.0,101.36176562309265,2.81833,16.312695741653442,93.7864
16.7838,0.000530532,20,5.0,16.981653213500977,0.00709654,0.99132,0.00561541,0.5554564527,21.7944947177,0.0,100.0,118.35768723487854,2.82042,16.869123697280884,0.00438805
