MaxReturn,ExplainedVariance,StdReturn,Time,AverageReturn,Entropy,LossAfter,MinReturn,AveragePolicyStd,TotalExecTime,MeanKL,ItrTime,LossBefore,MaxKL,Perplexity,NumTrajs
12100.0,0.20084194407,4163.10881434,4.844598770141602,6045.0,2.74043,-0.0872445,200.0,0.95435,4.787644386291504,0.568998,4.844603061676025,0.00574383,1.96859,15.4937,20
21800.0,0.893927822874,1895.38254714,10.019261837005615,19105.0,2.74618,-0.0703606,14600.0,0.957006,5.126711368560791,0.137649,5.171414852142334,-0.0318415,0.493964,15.5829,20
21900.0,0.984839953804,577.840808528,14.794500827789307,21110.0,2.73026,-0.010487,19500.0,0.94949,4.7215588092803955,0.00445253,4.770862340927124,-0.00573573,0.0576175,15.3368,20
21900.0,0.983332200312,684.306218005,19.570005416870117,21015.0,2.72739,-0.0207864,19600.0,0.948084,4.736042737960815,0.0107806,4.770543336868286,-0.0160402,0.0927171,15.2929,20
22200.0,0.984251190746,597.724853089,24.37774896621704,20965.0,2.71937,-0.0189934,20100.0,0.944788,4.775655508041382,0.0739197,4.802200078964233,-0.00187192,0.612971,15.1707,20
22100.0,0.965975730673,1094.25773929,29.150802612304688,20840.0,2.71843,-0.0662315,17700.0,0.944499,4.727256536483765,0.16131,4.768677473068237,-0.0358513,1.07481,15.1565,20
21700.0,0.980791136856,817.480886627,33.51176571846008,20715.0,2.70051,-0.0379041,18900.0,0.936596,4.315690040588379,0.104621,4.347406625747681,-0.00562947,0.599666,14.8873,20
