LossAfter,Perplexity,LossBefore,Entropy,MaxReturn,ItrTime,ExplainedVariance,MinReturn,Time,AverageReturn,MaxKL,TotalExecTime,StdReturn,NumTrajs,AveragePolicyStd,MeanKL
-0.0,14.8902,-0.0,2.7007,0.0,12.171254396438599,1,0.0,12.171249151229858,0.0,0.0,12.084972143173218,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,12.258039951324463,1,0.0,24.436814069747925,0.0,0.0,12.132989406585693,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,11.986136674880981,1,0.0,36.42689108848572,0.0,0.0,11.942290782928467,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,12.573241233825684,1,0.0,49.00966787338257,0.0,0.0,12.468339681625366,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,11.968415975570679,1,0.0,60.98741698265076,0.0,0.0,11.91623306274414,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,12.184589862823486,1,0.0,73.18481302261353,0.0,0.0,12.11920952796936,0.0,20,0.935103,0.0
-0.0,14.8902,-0.0,2.7007,0.0,11.859546184539795,1,0.0,85.05004572868347,0.0,0.0,11.784778833389282,0.0,20,0.935103,0.0
