MinReturn,ExplainedVariance,AverageReturn,LossAfter,ItrTime,AveragePolicyStd,StdReturn,NumTrajs,MaxReturn,MaxKL,MeanKL,Perplexity,Time,Entropy,LossBefore,TotalExecTime
0.0,0.670431030034,1350.0,-0.0471293,7.4913225173950195,0.949513,783.900503891,20,2600.0,1.00516,0.0933526,15.3903,7.4913170337677,2.73374,-0.01665,7.413020610809326
0.0,0.482970549633,1935.0,-0.0177372,7.300333261489868,0.941495,1611.91656112,20,7600.0,1.77335,0.126416,15.1362,14.797996044158936,2.71709,0.0163749,7.225512504577637
900.0,0.779552132395,7015.0,0.00193393,7.3214781284332275,0.945409,7578.54042676,20,20400.0,0.193555,0.0283785,15.2606,22.12747287750244,2.72528,0.0102102,7.2739081382751465
0.0,0.552939180523,6130.0,0.00117723,7.393627882003784,0.947859,6954.78971645,20,20200.0,0.463663,0.0151305,15.3387,29.527673721313477,2.73038,0.0112454,7.283405542373657
0.0,0.496159229998,7630.0,-0.00923862,6.955620050430298,0.950498,8204.88269264,20,21100.0,0.147192,0.00371724,15.4252,36.48750567436218,2.736,-0.00550345,6.899815559387207
0.0,0.437885805502,5900.0,-0.00884357,6.942108869552612,0.949267,8119.7906377,20,22500.0,0.0820556,0.0123628,15.3828,43.438968896865845,2.73325,-0.00388671,6.90411114692688
1100.0,0.751403939088,9735.0,-0.0319319,7.263769865036011,0.948292,8035.5009178,20,21700.0,0.0464473,0.00952149,15.353,50.710774183273315,2.73131,-0.0275385,7.219677209854126
