AverageReturn,ExplainedVariance,Time,MinReturn,StdReturn,LossBefore,MaxReturn,MaxKL,LossAfter,AveragePolicyStd,MeanKL,NumTrajs,ItrTime,Entropy,Perplexity,TotalExecTime
70.0,0.264428386403,18.171512603759766,0.0,212.367605816,-0.00894517,800.0,0.01888,-0.0110136,1.00568,0.00140959,20,18.171519994735718,2.849,17.2706,17.851047039031982
0.0,1,34.94939565658569,0.0,0.0,-0.0,0.0,0.0,-0.0,1.00123,0.0,20,16.767523765563965,2.84006,17.1168,16.45587158203125
0.0,1,49.036463022232056,0.0,0.0,-0.0,0.0,0.0,-0.0,1.00123,0.0,20,14.068011283874512,2.84006,17.1168,13.835444927215576
30.0,0.107249781302,65.02943730354309,0.0,90.0,0.00207009,300.0,18.5513,-0.0108443,1.00123,0.206025,20,15.988736867904663,2.84006,17.1168,15.74665117263794
65.0,0.0962896918863,81.72143292427063,0.0,224.220873248,-0.00451734,1000.0,356.877,0.56422,1.00185,2.97221,20,16.666794300079346,2.84109,17.1345,16.471809148788452
35.0,0.0319062101843,98.4258177280426,0.0,152.561463024,-0.0235711,700.0,2.81375,-0.0267181,1.00075,0.0213896,20,16.669652938842773,2.83883,17.0958,16.4519100189209
0.0,1,113.95481276512146,0.0,0.0,-0.0,0.0,0.0,-0.0,0.994853,0.0,20,15.509544134140015,2.82705,16.8955,15.384196043014526
