NumTrajs,StdReturn,LossAfter,AverageReturn,MaxReturn,MinReturn,ItrTime,Time,LossBefore,MeanKL,ExplainedVariance,Entropy,TotalExecTime,Perplexity,MaxKL,AveragePolicyStd
40,417.103104759,-0.0940954,655.0,1800.0,0.0,5.822158098220825,5.822153568267822,0.00705601,0.912475,0.272445289494,2.79458,5.757178783416748,16.3558,46.4295,0.982009
40,806.283914015,-0.0761042,2312.5,4000.0,800.0,5.757806777954102,11.584362506866455,-0.0247083,0.265816,0.523775926244,2.80164,5.697698593139648,16.4716,31.7678,0.984882
40,962.691539383,-0.0567563,2435.0,4000.0,500.0,5.909712076187134,17.51271653175354,-0.0167094,0.148071,0.567135554005,2.78928,5.859642744064331,16.2694,2.75479,0.979056
40,845.044377533,-0.0681538,2970.0,4400.0,800.0,5.898868560791016,23.44245958328247,-0.0418485,0.0799914,0.644570341944,2.78093,5.81646990776062,16.134,3.79415,0.975368
40,1169.37750534,-0.082513,3317.5,5100.0,500.0,5.621914625167847,29.069236040115356,-0.0355745,0.163811,0.635815081882,2.76001,5.551067113876343,15.7999,7.82604,0.965207
40,1749.14086054,-0.0456953,2272.5,5200.0,0.0,5.708884239196777,34.78435516357422,-0.0117602,0.120984,0.53100679968,2.74222,5.6753246784210205,15.5214,2.31605,0.956379
40,1340.0,-0.0256948,3280.0,5700.0,200.0,5.858229637145996,40.64553093910217,-0.00145024,0.0613538,0.623558680673,2.73634,5.770097732543945,15.4304,2.19269,0.953167
