AverageReturn,AveragePolicyStd,NumTrajs,LossAfter,MinReturn,TotalExecTime,LossBefore,ExplainedVariance,Time,MeanKL,MaxKL,Perplexity,Entropy,StdReturn,MaxReturn,ItrTime
110.0,0.930467,20,-0.0288171,0.0,7.864224433898926,0.00901351,0.412781557704,7.92936635017395,0.190592,1.8316,14.777,2.69307,117.898261226,300.0,7.929368019104004
320.0,0.934832,20,0.000720087,200.0,7.80212926864624,0.0173277,0.724396656739,15.789703845977783,0.0180663,0.418977,14.9108,2.70209,150.332963784,800.0,7.856202840805054
385.0,0.938965,20,0.0185169,200.0,7.251495122909546,0.0222375,0.763176309283,23.094305515289307,0.00318985,0.039739,15.0406,2.71075,155.804364509,700.0,7.299850225448608
550.0,0.944198,20,0.00710253,300.0,7.3480000495910645,0.0161252,0.782704563305,30.506617546081543,0.0218397,0.578141,15.2087,2.72187,203.715487875,900.0,7.404717445373535
680.0,0.948098,20,-0.0173115,300.0,7.4962477684021,0.00149275,0.78068603986,38.06741118431091,0.0598406,0.637398,15.3319,2.72993,248.19347292,1300.0,7.54571533203125
1605.0,0.948397,20,0.00447773,600.0,7.1859657764434814,0.031535,0.354182024098,45.32253670692444,0.0985311,1.262,15.3433,2.73068,1427.75172912,6300.0,7.25071907043457
6520.0,0.955941,20,-0.0437428,1400.0,7.106441974639893,0.0223112,0.333838824468,52.47867822647095,0.230025,1.76937,15.5871,2.74645,3418.85945894,14500.0,7.1495044231414795
