MinReturn,LossBefore,AverageReturn,StdReturn,ItrTime,Entropy,Perplexity,Time,MeanKL,LossAfter,AveragePolicyStd,MaxReturn,MaxKL,ExplainedVariance,NumTrajs,TotalExecTime
0.0,0.00756057,3525.0,3421.82334436,5.408997297286987,2.73374,15.3903,5.408993721008301,0.193408,-0.010488,0.949513,11100.0,2.49964,0.381790314829,20,5.342873573303223
4800.0,-0.00078105,16120.0,4842.99494115,5.286220073699951,2.7413,15.5071,10.6987943649292,0.0469955,-0.0265327,0.952997,22300.0,0.256422,0.730091471354,20,5.22262978553772
10300.0,-0.0126548,18555.0,3174.18887277,5.287015438079834,2.74091,15.5011,15.993059873580933,0.0228131,-0.0212826,0.952771,22300.0,0.153662,0.856603382031,20,5.239945650100708
2600.0,-0.0140912,18915.0,4405.82285164,5.620381593704224,2.73458,15.4033,21.620957851409912,0.105379,-0.0335862,0.949762,23100.0,0.664341,0.860398731243,20,5.5604448318481445
0.0,-0.00995708,14380.0,7528.1206154,5.351457357406616,2.72754,15.2951,26.979528188705444,0.102025,-0.0374072,0.946405,22400.0,0.41643,0.775136088962,20,5.313744306564331
0.0,-0.00972053,17310.0,6405.6147246,5.291500091552734,2.72256,15.2192,32.27483034133911,0.0440789,-0.019614,0.944149,23000.0,0.289863,0.833201147535,20,5.23092794418335
0.0,-0.0118735,20375.0,4897.33345812,4.911132335662842,2.7177,15.1454,37.18994402885437,0.00869913,-0.018084,0.941877,23100.0,0.0563083,0.9182415512,20,4.863018989562988
