StdReturn,LossBefore,Perplexity,MaxKL,MaxReturn,MinReturn,AverageReturn,MeanKL,Time,Entropy,ItrTime,TotalExecTime,AveragePolicyStd,ExplainedVariance,NumTrajs,LossAfter
777.395491368,-0.03675,16.3558,8.88402,4900.0,600.0,3437.5,0.467614,5.215315818786621,2.79458,5.215318918228149,5.1352667808532715,0.982009,0.729669923115,40,-0.111611
1610.72770821,0.0113133,15.7656,3.51245,5300.0,0.0,2542.5,0.0776127,10.310537576675415,2.75783,5.089788436889648,5.024429559707642,0.963655,0.568051207863,40,-0.0140983
1780.7231677,-0.00101963,15.8551,13.433,5900.0,100.0,3055.0,0.0758951,14.772883415222168,2.76349,4.4560370445251465,4.40321946144104,0.96658,0.623179325096,40,-0.0325573
1552.20609134,-0.0289751,15.847,8.38037,6100.0,500.0,3762.5,0.118965,19.6202609539032,2.76298,4.843259334564209,4.789757251739502,0.966359,0.686445978286,40,-0.0654779
1227.33196406,-0.0346839,15.6191,95.8284,6400.0,300.0,4062.5,0.208822,24.383253574371338,2.74849,4.759100914001465,4.724525213241577,0.959118,0.72031653638,40,-0.109009
1664.78039092,-0.0361215,15.3505,1.47532,6800.0,0.0,3852.5,0.134085,29.011231660842896,2.73115,4.623936176300049,4.5876076221466064,0.950407,0.679035998197,40,-0.0815329
1463.01059463,0.000144616,15.0758,8.56749,6100.0,0.0,3790.0,0.180563,33.71244192123413,2.71309,4.698561191558838,4.662069797515869,0.941466,0.685535818523,40,-0.0546282
