StdReturn,ExplainedVariance,MaxReturn,LossBefore,Perplexity,Time,Entropy,MinReturn,TotalExecTime,AverageReturn,ItrTime,MeanKL,LossAfter,NumTrajs,MaxKL,AveragePolicyStd
220.0,0.155339718302,1000.0,0.00587036,17.0561,14.421727895736694,2.83651,0.0,14.169012784957886,60.0,14.421735048294067,0.89005,-0.146264,20,79.3789,0.999438
108.972473589,0.1238692202,500.0,-0.015606,17.1566,31.333040237426758,2.84238,0.0,16.717873096466064,25.0,16.89486265182495,0.00189357,-0.0167715,20,0.461044,1.00232
47.6969600708,0.0970504545314,200.0,-0.0161931,17.0232,47.93782830238342,2.83458,0.0,16.346470594406128,15.0,16.58240294456482,0.00325638,-0.0190293,20,0.505356,0.998406
495.857842532,0.247391317154,1800.0,0.00758744,16.8859,64.66895818710327,2.82648,0.0,16.44573140144348,175.0,16.714213371276855,1.47041,0.157585,20,184.45,0.99434
258.069758011,0.248720784507,900.0,-0.00908378,16.9501,81.01770329475403,2.83027,0.0,16.289145708084106,120.0,16.34463620185852,4.80964,0.856324,20,409.968,0.996236
0.0,1,0.0,-0.0,16.8733,97.79892206192017,2.82573,0.0,16.502321004867554,0.0,16.729671716690063,0.0,-0.0,20,0.0,0.993954
342.63683398,0.134438508992,1400.0,-0.00135685,16.8733,115.76387453079224,2.82573,0.0,17.831547498703003,140.0,17.9474093914032,0.000986574,-0.00431954,20,0.0109534,0.993954
