LossAfter,0MinReturn,0ProcessExecTime,0StdReturn,1Perplexity,0EnvExecTime,0MaxReturn,1AveragePolicyStd,MeanKLBefore,1PolicyExecTime,0NumTrajs,1MinReturn,MeanKL,1ExplainedVariance,1NumTrajs,0AveragePolicyStd,0ExplainedVariance,1StdReturn,1AverageReturn,1ProcessExecTime,0Perplexity,0AverageReturn,0Entropy,Time,0PolicyExecTime,1EnvExecTime,dLoss,LossBefore,ItrTime,ComputeUpdatedDistTime,1Entropy,1MaxReturn
-0.00987476855516,0.0,0.2220458984375,99.8495743606,17.0611,4.648364782333374,1400.0,0.999479,-1.30967270362e-09,9.053177118301392,400,0.0,0.00772653426975,0.343427270463,400,1.0,0.0511275345734,244.912101579,54.25,0.21918129920959473,17.0795,10.25,2.83788,27.18587565422058,5.439589023590088,4.742999076843262,0.00987476832233,-2.32830643654e-10,27.1858811378479,0.825526237487793,2.8368,1900.0
-0.00490738078952,0.0,0.2120499610900879,52.4636779115,17.0205,4.436185359954834,700.0,0.998352,1.01863406599e-09,8.33703875541687,400,0.0,0.00752190407366,0.172221798322,400,0.996844,0.0707604749638,104.340488306,11.75,0.20607328414916992,16.9718,4.75,2.83155,51.61751127243042,4.746396064758301,4.535034894943237,0.00490738195367,1.16415321827e-09,23.72961926460266,0.07683801651000977,2.83442,1200.0
-0.00701973773539,0.0,0.21861004829406738,106.488262264,17.0204,4.5268213748931885,1100.0,0.998302,3.60887741913e-09,8.369822263717651,400,0.0,0.00799635238945,0.18795781998,400,1.00202,0.117582806467,178.588213497,37.5,0.21343111991882324,17.1485,14.5,2.84191,77.41222739219666,5.869194746017456,4.619781494140625,0.00701973540708,-2.32830643654e-09,25.180171966552734,0.0694732666015625,2.83441,1300.0
-0.00889331661165,0.0,0.21001267433166504,175.720659002,16.7421,4.4309117794036865,1300.0,0.99009,-9.31322685638e-10,8.969852924346924,400,0.0,0.00741321081296,0.296640786754,400,0.996661,0.104087835412,417.086322001,167.0,0.20204854011535645,16.9652,33.5,2.83117,102.80587148666382,4.751916885375977,4.53910756111145,0.00889331976941,3.15776560456e-09,24.559755086898804,0.07106661796569824,2.81793,2400.0
-0.00747682899237,0.0,0.22768735885620117,238.035580324,16.3738,4.6949708461761475,1700.0,0.979185,1.55996495721e-08,8.397919654846191,400,0.0,0.00644900463521,0.427849018213,400,0.982048,0.209931982297,584.037616511,250.25,0.2016587257385254,16.4702,56.25,2.80155,127.77633237838745,5.11621356010437,4.482327699661255,0.00747683085501,1.86264514923e-09,24.379013776779175,0.07176566123962402,2.79568,2500.0
-0.00824301224202,0.0,0.21260666847229004,232.692930705,16.2894,4.515307188034058,1800.0,0.976744,4.6566114853e-10,8.442441463470459,400,0.0,0.00794580671936,0.344358345471,400,0.978532,0.148809608049,469.74221654,193.5,0.1999194622039795,16.3527,52.0,2.79439,152.5485029220581,4.898478269577026,4.530925750732422,0.00824301101966,-1.22236087918e-09,24.111445665359497,0.08123159408569336,2.79051,2200.0
-0.00777797307819,0.0,0.21885466575622559,293.687652958,15.7914,4.490778207778931,1800.0,0.961653,-9.3132229706e-10,7.868471622467041,400,0.0,0.00706796580926,0.437415622795,400,0.961573,0.256978719525,698.085551706,361.25,0.20770883560180664,15.7916,95.25,2.75948,177.69350743293762,5.704832315444946,4.504214286804199,0.00777797168121,-1.39698386192e-09,24.43534255027771,0.07288455963134766,2.75946,2600.0
-0.00911093130708,0.0,0.21946120262145996,308.184096767,15.5333,4.465302467346191,2000.0,0.953733,-2.7939675018e-09,9.185694456100464,400,0.0,0.00982350856066,0.337086599965,400,0.954911,0.102726620724,662.698838086,330.5,0.20559096336364746,15.5736,82.75,2.74558,203.518723487854,4.964123487472534,4.613232612609863,0.00911093014292,-1.16415321827e-09,24.922897577285767,0.07225584983825684,2.74299,2600.0
-0.00809261202812,0.0,0.22289419174194336,86.0232526704,15.1159,4.61865758895874,1200.0,0.940843,-1.86264470514e-09,7.733245134353638,400,0.0,0.00885057076812,0.313545704203,400,0.942432,0.110094717478,355.398016314,81.5,0.19718289375305176,15.1676,10.0,2.71916,227.51638102531433,4.731441259384155,4.473260879516602,0.00809261295944,9.31322574615e-10,23.338903188705444,0.06525635719299316,2.71575,2500.0
-0.00703527918085,0.0,0.22743558883666992,356.906763035,15.1553,4.582732200622559,2200.0,0.942071,1.30385142683e-08,7.962566137313843,400,0.0,0.00947848334908,0.466265485758,400,0.942466,0.204857154595,873.354130637,457.25,0.19605255126953125,15.1677,127.25,2.71917,253.26731276512146,5.988350868225098,4.456524610519409,0.00703527731821,-1.86264514923e-09,24.844064235687256,0.06632065773010254,2.71835,2800.0
-0.00589440437034,0.0,0.2296147346496582,62.0564259364,14.4167,4.915628671646118,900.0,0.919075,2.79396639158e-09,7.515890121459961,400,0.0,0.00639215484262,0.145642243356,400,0.92298,0.0863679748375,154.959470508,24.75,0.19656062126159668,14.5438,7.0,2.67716,277.64992785453796,5.283794641494751,4.416865825653076,0.00589440460317,2.32830643654e-10,23.781628608703613,0.07298803329467773,2.66839,1500.0
-0.00587319582701,0.0,0.20940923690795898,352.187361358,14.243,4.56645655632019,2100.0,0.913694,0.0,8.104345560073853,400,0.0,0.00822920352221,0.313780554618,400,0.91669,0.0986646242682,849.646397038,449.0,0.20168113708496094,14.3393,106.25,2.66301,301.85962867736816,4.634591817855835,4.45929479598999,0.00587319768965,1.86264514923e-09,23.461460828781128,0.09878706932067871,2.65627,2800.0
-0.00679317861795,0.0,0.22198104858398438,404.912876431,14.4986,4.701534032821655,2000.0,0.921901,-9.3132229706e-10,7.37193751335144,400,0.0,0.00604213401675,0.309021187014,400,0.923475,0.0939081599117,792.507255487,413.5,0.19201111793518066,14.5504,143.25,2.67762,325.74486804008484,5.067943334579468,4.380550861358643,0.00679318094626,2.32830643654e-09,23.256682872772217,0.11045002937316895,2.67405,2800.0
-0.00542198680341,0.0,0.21705293655395508,354.905269051,14.3417,4.699327707290649,2100.0,0.91678,0.0,8.407866477966309,400,0.0,0.00659593939781,0.303501112661,400,0.916385,0.0750053823226,801.433715288,452.0,0.21037864685058594,14.3316,118.5,2.66247,350.85056495666504,4.788667917251587,4.693815231323242,0.00542198878247,1.97906047106e-09,24.25961184501648,0.07683038711547852,2.66317,2700.0
-0.00275847432204,0.0,0.22735190391540527,389.419359431,14.1509,4.832116365432739,1900.0,0.910587,-1.86264470514e-09,7.315288305282593,400,0.0,0.00601452961564,0.301100996496,400,0.913991,0.0921833028877,810.613193823,427.5,0.20339369773864746,14.2575,142.75,2.65728,375.0396177768707,5.126752853393555,4.525367021560669,0.00275847618468,1.86264514923e-09,23.5385160446167,0.07439351081848145,2.64978,2800.0
-0.000786222633906,0.0,0.21929645538330078,440.634769395,13.8592,4.485872745513916,1900.0,0.900997,-1.86264459412e-09,8.576879262924194,400,0.0,0.000725016812794,0.373820491858,400,0.901858,0.103032236753,821.022190626,582.75,0.21430206298828125,13.8844,179.0,2.63077,400.0453417301178,4.874647378921509,4.654160737991333,0.0007862187922,-3.84170562029e-09,24.376456022262573,0.08022570610046387,2.62895,2700.0
-0.0035775732249,0.0,0.22900938987731934,44.8824854481,13.9674,4.854296684265137,800.0,0.904518,1.67638098958e-08,7.620814085006714,400,0.0,0.00943190883845,0.129438926784,400,0.904675,0.0424496459707,135.940244225,20.5,0.2011551856994629,13.9718,3.25,2.63704,424.31781029701233,4.947935104370117,4.577594995498657,0.00357757858001,5.35510480404e-09,23.670815229415894,0.07901549339294434,2.63672,1300.0
-0.00456336233765,0.0,0.22087478637695312,387.134908656,13.8759,4.733166456222534,1900.0,0.901937,9.71445146547e-17,7.769226551055908,400,0.0,0.00662225764245,0.315652789384,400,0.908248,0.0874724706945,817.930162055,465.5,0.208251953125,14.0739,141.25,2.64433,449.6368339061737,5.493036985397339,4.715776205062866,0.00456336629577,3.95812094212e-09,24.66633439064026,0.07850885391235352,2.63016,2700.0
-0.00750091811642,0.0,0.22578048706054688,503.718113135,13.8419,4.828969478607178,2000.0,0.900519,-1.94289029309e-16,7.688548803329468,400,0.0,0.00988590810448,0.402313917405,400,0.902369,0.238348696731,1006.50357054,713.25,0.20303630828857422,13.9004,241.75,2.63192,474.3742353916168,4.924637079238892,4.563697099685669,0.00750091765076,-4.65661287308e-10,23.747150182724,0.07643914222717285,2.6277,2800.0
-0.00771948089823,0.0,0.22723126411437988,624.158183075,13.7889,4.781785726547241,2300.0,0.898781,1.86264470514e-09,7.559924602508545,400,0.0,0.00724113360047,0.533765335987,400,0.899175,0.403309370459,1091.84130601,1097.25,0.20415043830871582,13.8016,401.25,2.62479,499.516930103302,5.752187490463257,4.574752330780029,0.00771948695183,6.053596735e-09,24.46176767349243,0.07219600677490234,2.62386,2700.0
-0.00703632365912,0.0,0.22771549224853516,133.947517707,13.4813,4.869080305099487,1400.0,0.889183,-1.86264532687e-08,7.65569806098938,400,0.0,0.00699406908825,0.372461389786,400,0.891663,0.254674760249,302.64572936,79.25,0.20528268814086914,13.5577,18.25,2.60696,524.4927091598511,5.162937879562378,4.5858964920043945,0.00703631993383,-3.72529029846e-09,24.000354051589966,0.08426070213317871,2.6013,1700.0
-0.010793922469,0.0,0.22027802467346191,547.305901667,13.2635,4.6073408126831055,2200.0,0.881618,3.72528941028e-09,7.785750865936279,400,0.0,0.00872972980142,0.396574809936,400,0.884956,0.171395713617,994.701462752,813.0,0.2068462371826172,13.3623,262.5,2.59244,549.1519129276276,5.330181360244751,4.625273942947388,0.0107939223526,-1.16415321827e-10,24.091548442840576,0.09017634391784668,2.58502,2700.0
-0.00606745574623,0.0,0.2183675765991211,116.874933155,13.3615,4.565472602844238,1000.0,0.885113,-1.86264470514e-09,7.182744741439819,400,0.0,0.00958692003042,0.440662484505,400,0.888135,0.0777837574742,550.844295151,193.25,0.1938624382019043,13.4549,15.5,2.59934,572.4398658275604,4.867054224014282,4.368748664855957,0.00606745830737,2.56113708019e-09,22.619048357009888,0.07125043869018555,2.59237,2500.0
