LossAfter,NumTrajs,MinReturn,TotalExecTime,MaxKL,StdReturn,ExplainedVariance,ItrTime,Time,Perplexity,AveragePolicyStd,Entropy,AverageReturn,MaxReturn,LossBefore,MeanKL
0.00456196,20,300.0,5.0764782428741455,0.773634,58.3095189485,0.926316424836,5.15249490737915,5.152491569519043,15.2117,0.947542,2.72206,360.0,500.0,0.0217117,0.0387257
-0.0572816,20,0.0,4.505842924118042,1.80779,152.561463024,0.67602999887,4.577139139175415,9.734613418579102,15.5455,0.957626,2.74377,265.0,500.0,-0.0078284,0.128047
0.00545121,20,300.0,4.9089555740356445,0.291491,91.6515138991,0.919023945254,4.953265190124512,14.696369647979736,15.4848,0.955277,2.73986,540.0,700.0,0.0175385,0.0374929
-0.01714,20,300.0,4.973914861679077,0.243679,146.628782986,0.886764443081,5.006457567214966,19.709282636642456,15.6212,0.959346,2.74863,650.0,900.0,-0.00779354,0.0165791
-0.00430625,20,400.0,5.121440172195435,0.110082,217.025344142,0.866547036954,5.146609544754028,24.86234211921692,15.5604,0.957307,2.74473,970.0,1400.0,0.00582253,0.0305136
0.0137709,20,800.0,5.419207811355591,0.184347,261.533936612,0.874537782036,5.460736036300659,30.33477210998535,15.6058,0.958769,2.74764,1260.0,1900.0,0.0262286,0.0327511
-0.0565001,20,900.0,5.1151227951049805,0.540103,984.822319,0.526482384442,5.161140441894531,35.50207209587097,15.8118,0.964989,2.76076,2375.0,4000.0,0.00217367,0.224324
