Time,Entropy,LossAfter,LossBefore,AveragePolicyStd,StdForwardProgress,MinReturn,MaxReturn,MinForwardProgress,TotalExecTime,ExplainedVariance,AverageForwardProgress,ItrTime,Perplexity,MaxForwardProgress,dLoss,MeanKL,AverageReturn,StdReturn,MeanKLBefore,NumTrajs
6.290695667266846,11.3515,-0.0379239544272,1.39698386192e-09,1.0,0.176551589294,-664.931692102,547.538920487,-0.193690092486,5.223428249359131,0.523997330533,0.324908174863,6.290696144104004,85093.6,0.523615099942,0.0379239558242,0.00982189830393,55.3381663976,193.283661065,0.0,149
12.259763956069946,11.3461,-0.0371567644179,-1.62981450558e-09,0.99933,0.198767575731,-307.305228946,557.998638324,-0.193953493253,5.316579341888428,0.56300216228,0.318398013456,5.965692758560181,84631.7,0.546577837236,0.0371567627881,0.00975759048015,107.929560915,182.636521621,0.0,148
18.179739236831665,11.3386,-0.0374829173088,-3.25962901115e-09,0.998397,0.212342418921,-599.279904513,687.367381349,-0.222551724589,5.225014686584473,0.537877301722,0.291097439169,5.9165894985198975,84000.9,0.531827602286,0.0374829140492,0.00980000942945,76.7181694564,197.945686544,0.0,149
24.273998498916626,11.3315,-0.0367329865694,8.38190317154e-09,0.997505,0.202519954417,-470.698161979,659.436124449,-0.185459522588,5.393463373184204,0.444394054667,0.300134791436,6.089886426925659,83407.7,0.523899722362,0.0367329949513,0.00975694693625,93.1779416509,186.805695032,0.0,153
30.43805742263794,11.3379,-0.039190556854,9.31322574615e-10,0.998311,0.182936402966,-485.683538866,633.831410935,-0.167037528369,5.387451887130737,0.443043068366,0.310593697077,6.159571170806885,83944.2,0.51036374507,0.0391905577853,0.00974112562835,96.4046146095,194.569803052,0.0,155
36.372361183166504,11.3364,-0.0384253263474,8.38190317154e-09,0.998117,0.198307694524,-438.353191293,603.749337024,-0.181360840308,5.135831117630005,0.553046342808,0.305237424372,5.929445266723633,83814.3,0.52566127383,0.0384253347293,0.00976250506938,94.5055622852,188.046903784,0.0,147
42.56506395339966,11.3595,-0.0362204611301,-6.28642737865e-09,1.001,0.174150134257,-487.606728853,599.524385841,-0.172167503779,5.282040357589722,0.577103133829,0.319406008943,6.189608812332153,85772.2,0.530838484694,0.0362204548437,0.00974172912538,96.7118147279,200.634956987,0.0,147
48.4984610080719,11.359,-0.0378369316459,1.55996531248e-08,1.00095,0.212603649327,-490.02969269,631.474184424,-0.191091155958,5.2528581619262695,0.55402341714,0.284167610273,5.930155992507935,85731.2,0.525146167049,0.0378369472455,0.00977834872901,98.5299208361,185.461964827,0.0,146
54.33301758766174,11.3584,-0.0385316871107,4.65661287308e-09,1.00087,0.21785548584,-544.502904293,587.017478589,-0.183800644551,4.942843914031982,0.548461590484,0.276470875764,5.830954551696777,85679.0,0.553923811136,0.0385316917673,0.00973048899323,75.0172012551,198.099822465,0.0,143
60.90782070159912,11.3516,-0.0392352975905,3.72529029846e-09,1.00004,0.216052550157,-600.629560189,588.545886639,-0.178848833044,5.512592315673828,0.570204040946,0.28341553396,6.570732116699219,85100.1,0.518179054554,0.0392353013158,0.00982660800219,80.1978731495,224.200552872,0.0,146
