AverageReturn,Perplexity,ExplainedVariance,ItrTime,AveragePolicyStd,MaxReturn,LossBefore,TotalExecTime,Time,MeanKL,Entropy,NumTrajs,MinReturn,MaxKL,LossAfter,StdReturn
740.0,21.7921,0.552309764521,29.705361366271973,1.12957,5800.0,-0.0120095,29.57795238494873,29.70535898208618,0.023068,3.08155,20,0.0,4.99965,-0.0165084,1641.46276229
2550.0,21.532,0.45873443191,27.64802861213684,1.12281,11300.0,-0.00540494,27.27250361442566,57.35612511634827,0.0477393,3.06954,20,0.0,2.81404,-0.0195681,2839.10197069
1350.0,21.4739,0.672782884406,33.20692276954651,1.12132,5400.0,-0.00759269,33.14705014228821,90.57190752029419,0.000792208,3.06684,20,0.0,0.0916907,-0.00943018,1949.48711204
1080.0,21.3925,0.54127898432,27.093161821365356,1.11918,9300.0,-0.00599444,27.032156944274902,117.67659115791321,0.000866647,3.06304,20,0.0,0.0286609,-0.00724068,2294.03574514
1665.0,21.3285,0.588260596184,25.94128704071045,1.1175,12600.0,0.000845101,25.888795137405396,143.63135266304016,0.00148649,3.06004,20,0.0,0.0929033,-0.000466587,3303.827326
370.0,21.3375,0.506206341462,25.691457986831665,1.11773,3700.0,-0.00685734,25.58476424217224,169.32946729660034,0.00172502,3.06047,20,0.0,0.0345769,-0.00928072,923.092628072
1195.0,21.2645,0.564721299168,32.692911863327026,1.11581,5300.0,-0.0042362,32.58543252944946,202.03342127799988,0.00543196,3.05704,20,0.0,2.98961,-0.00692439,1799.57633903
