StdReturn,MinReturn,MeanKL,Entropy,AverageReturn,NumTrajs,MaxReturn,Perplexity,AveragePolicyStd,ItrTime,ExplainedVariance,LossBefore,LossAfter,TotalExecTime,MaxKL,Time
130.766968306,0.0,10.3759,2.8392,30.0,20,600.0,17.1021,1.00066,17.274438858032227,0.219259982609,0.00577155,0.732319,17.036752223968506,1230.19,17.27443289756775
0.0,0.0,0.0,2.84497,0.0,20,0.0,17.2011,1.00356,17.27167582511902,1,-0.0,-0.0,17.03422784805298,0.0,34.55566382408142
87.1779788708,0.0,9.16075,2.84497,20.0,20,400.0,17.2011,1.00356,17.462894916534424,0.422084029093,0.0215764,0.387411,17.250439882278442,525.594,52.038203954696655
210.416254125,0.0,2.86857,2.85576,65.0,20,900.0,17.3877,1.00899,15.959723472595215,0.103517266215,0.0200841,-0.0278109,15.79996109008789,247.651,68.01938939094543
152.561463024,0.0,13.8324,2.8658,35.0,20,700.0,17.5631,1.01406,15.908264875411987,0.189813233286,-0.00838977,10.6316,15.651233673095703,1843.86,83.96315312385559
179.652442232,0.0,58.5119,2.86161,65.0,20,600.0,17.4896,1.01194,16.547915935516357,0.140376816032,-0.00133841,-4.3971,16.383812427520752,6333.56,100.53405523300171
366.196668472,0.0,61.3521,2.86094,130.0,20,1600.0,17.4779,1.0116,16.65277910232544,0.228053574181,0.0242289,21.0379,16.50580072402954,5305.9,117.21663284301758
