MaxKL,LossBefore,MeanKL,AverageReturn,NumTrajs,MaxReturn,Time,MinReturn,Entropy,Perplexity,StdReturn,ItrTime,LossAfter,AveragePolicyStd,TotalExecTime,ExplainedVariance
0.323654,0.000761859,0.0749796,1275.0,20,5000.0,10.806531429290771,0.0,2.84233,17.1557,1529.01111834,10.80653691291809,-0.0151967,1.00326,10.703728199005127,0.109622972229
0.104021,0.000317683,0.0228905,2145.0,20,14600.0,21.396719932556152,0.0,2.84309,17.1688,4001.43411791,10.580881118774414,-0.0086084,1.00449,10.476277351379395,0.532548672367
0.0532876,0.0135457,0.00830587,510.0,20,5400.0,32.07993841171265,0.0,2.84325,17.1715,1368.90467163,10.674858570098877,0.00995942,1.00473,10.614917039871216,0.464641639074
0.0296376,0.00542238,0.00272974,1070.0,20,4900.0,42.82246422767639,0.0,2.85002,17.2882,1711.16919093,10.738095998764038,0.00310672,1.00833,10.629144191741943,0.504181054524
0.18554,0.00698113,0.0112372,1190.0,20,11100.0,53.41990852355957,0.0,2.85273,17.3351,3002.81534564,10.59330129623413,3.48128e-06,1.00963,10.521163940429688,0.556272730487
0.0868437,0.00315577,0.0150643,5145.0,20,11800.0,63.74130725860596,0.0,2.85622,17.3957,4092.24571599,10.312691688537598,-0.00222457,1.01108,10.255988836288452,0.469157289674
0.0444309,0.00972046,0.0150697,3605.0,20,9300.0,74.44188690185547,0.0,2.8578,17.4232,3379.71522469,10.69691777229309,0.00484006,1.01188,10.592305660247803,0.515875126663
