StdReturn,AverageReturn,AveragePolicyStd,MaxReturn,MaxKL,Time,LossBefore,ItrTime,LossAfter,ExplainedVariance,Perplexity,MeanKL,MinReturn,Entropy,TotalExecTime,NumTrajs
167.630546142,70.0,1.00066,700.0,16607.0,16.426023483276367,-0.00782719,16.426027536392212,28.7382,0.347644361186,17.1021,140.085,0.0,2.8392,16.138994216918945,20
90.0,30.0,0.996755,300.0,381.765,33.305848360061646,-0.0196607,16.860291957855225,-1.89482,0.24547613663,16.9688,3.40883,0.0,2.83137,16.484519958496094,20
143.090880213,45.0,0.99187,600.0,1.34072,51.17430400848389,0.00694025,17.850737810134888,-0.00165146,0.0898781369933,16.8028,0.00772029,0.0,2.82154,17.723256826400757,20
65.3834841531,15.0,0.99359,300.0,73.2188,67.96496295928955,-0.000334892,16.74588656425476,-0.355257,0.0860213980047,16.8612,0.936054,0.0,2.82501,16.637491941452026,20
0.0,0.0,0.993514,0.0,0.0,84.03602933883667,-0.0,16.06359362602234,-0.0,1,16.8583,0.0,0.0,2.82485,15.867011070251465,20
76.6485485838,25.0,0.993514,300.0,181.468,101.48702549934387,0.000748328,17.432538986206055,-0.338042,0.086158570904,16.8583,2.0817,0.0,2.82485,17.331148862838745,20
0.0,0.0,0.993707,0.0,0.0,117.54988145828247,-0.0,16.05525779724121,-0.0,1,16.8647,0.0,0.0,2.82522,16.00571322441101,20
