MaxKL,ExplainedVariance,StdReturn,Perplexity,MeanKL,MinReturn,Time,TotalExecTime,LossAfter,NumTrajs,AverageReturn,AveragePolicyStd,MaxReturn,ItrTime,Entropy,LossBefore
0.0,1,0.0,17.2706,0.0,0.0,11.664002418518066,11.522363662719727,-0.0,20,0.0,1.00568,0.0,11.664008140563965,2.849,-0.0
0.0,1,0.0,17.2706,0.0,0.0,23.004435539245605,11.225749731063843,-0.0,20,0.0,1.00568,0.0,11.336382389068604,2.849,-0.0
12.7374,0.111102341928,96.3068014213,17.2706,0.131643,0.0,34.12433195114136,11.074004650115967,-0.00514239,20,35.0,1.00568,400.0,11.11658000946045,2.849,0.00158238
5.62857,0.0297583907531,196.214168703,17.2842,0.0342537,0.0,46.24281859397888,12.003779649734497,0.0193515,20,50.0,1.00611,900.0,12.091481685638428,2.84979,0.0169926
2573.91,0.10331725072,110.792599031,17.4317,32.9909,0.0,57.81126356124878,11.454791069030762,3.47082,20,35.0,1.0104,500.0,11.556895732879639,2.85829,-0.0239518
27.5422,0.202462259272,460.733111465,17.2242,0.261154,0.0,69.4448835849762,11.44775128364563,0.0511186,20,135.0,1.00434,2100.0,11.629539966583252,2.84632,0.0315329
246.535,0.14087780804,108.972473589,17.4979,1.88532,0.0,80.87533664703369,11.37278962135315,0.222397,20,25.0,1.01231,500.0,11.425134897232056,2.86208,-0.0191239
