AveragePolicyStd,Time,AverageReturn,MaxKL,ItrTime,MinReturn,ExplainedVariance,LossAfter,NumTrajs,LossBefore,Perplexity,MaxReturn,Entropy,StdReturn,MeanKL,TotalExecTime
1.00326,10.978636264801025,0.0,0.0,10.978641748428345,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.889788150787354
1.00326,21.76479959487915,0.0,0.0,10.782379150390625,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.70883560180664
1.00326,32.42741537094116,0.0,0.0,10.658884048461914,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.597565412521362
1.00326,43.12893056869507,0.0,0.0,10.696432113647461,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.65475869178772
1.00326,54.018131732940674,0.0,0.0,10.884605884552002,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.786188125610352
1.00326,64.90920281410217,0.0,0.0,10.883113384246826,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.796499252319336
1.00326,75.4433159828186,0.0,0.0,10.530115604400635,0.0,1,-0.0,20,-0.0,17.1557,0.0,2.84233,0.0,0.0,10.497388124465942
