LossBefore,TotalExecTime,ItrTime,Time,MeanKL,ExplainedVariance,Perplexity,LossAfter,MinReturn,NumTrajs,StdReturn,MaxKL,Entropy,AveragePolicyStd,AverageReturn,MaxReturn
-0.0,17.05441641807556,17.30605435371399,17.306047201156616,0.0,1,17.0795,-0.0,0.0,20,0.0,0.0,2.83788,1.0,0.0,0.0
-0.00966312,16.489676237106323,16.784220218658447,34.1016891002655,0.809785,0.0740257899591,17.0795,0.0521122,0.0,20,43.5889894354,74.8566,2.83788,1.0,10.0,200.0
-0.0,16.126989126205444,16.43783187866211,50.55232048034668,0.0,1,16.9971,-0.0,0.0,20,0.0,0.0,2.83305,0.997588,0.0,0.0
-0.0,14.527309894561768,14.744999408721924,65.31168508529663,0.0,1,16.9971,-0.0,0.0,20,0.0,0.0,2.83305,0.997588,0.0,0.0
-0.00735747,15.935569763183594,16.078349113464355,81.4366762638092,19.0733,0.0893792856214,16.9971,0.356106,0.0,20,283.32843133,996.02,2.83305,0.997588,65.0,1300.0
-0.0,15.67986249923706,15.847708940505981,97.32725167274475,0.0,1,16.9347,-0.0,0.0,20,0.0,0.0,2.82937,0.995755,0.0,0.0
-0.0,16.664061784744263,16.83339285850525,114.17286109924316,0.0,1,16.9347,-0.0,0.0,20,0.0,0.0,2.82937,0.995755,0.0,0.0
