AverageReturn,MeanKL,Entropy,Time,MinReturn,MaxReturn,AveragePolicyStd,TotalExecTime,LossBefore,NumTrajs,LossAfter,Perplexity,StdReturn,ItrTime,ExplainedVariance,MaxKL
140.0,0.482567,2.40341,4.838713884353638,0.0,600.0,0.805297,4.758685350418091,0.0183199,40,-0.0468317,11.0609,170.0,4.838718891143799,0.0778219204537,10.4091
2482.5,0.350037,2.42173,9.307190179824829,1300.0,3900.0,0.812453,4.416667461395264,-0.0202939,40,-0.116864,11.2653,690.249049257,4.464901685714722,0.610912254261,3.53736
5027.5,0.0661549,2.41158,13.84285283088684,0.0,7900.0,0.808428,4.493878126144409,-0.0528439,40,-0.0796593,11.1516,1471.05191955,4.530415773391724,0.674096646394,2.30103
6170.0,0.010332,2.38516,18.62367844581604,0.0,7800.0,0.797715,4.7378089427948,-0.0268625,40,-0.0370466,10.8608,1248.43902534,4.775794267654419,0.830850598191,1.22769
6367.5,0.0338997,2.37173,23.386194705963135,3800.0,7600.0,0.792252,4.72383451461792,-0.0509153,40,-0.0699726,10.7159,847.168076594,4.756967782974243,0.8941424404,1.44821
6762.5,0.0428355,2.34627,28.05372405052185,5200.0,7900.0,0.782204,4.631585359573364,-0.0508113,40,-0.0766612,10.4466,549.857936198,4.660168170928955,0.946291053837,2.44506
6707.5,0.0654166,2.32087,32.70644402503967,3000.0,8100.0,0.772209,4.61112904548645,-0.040048,40,-0.0679519,10.1845,917.711147366,4.648937463760376,0.889800804464,0.648224
