MinReturn,MeanKL,NumTrajs,AverageReturn,ItrTime,LossBefore,Time,TotalExecTime,MaxKL,LossAfter,Perplexity,Entropy,StdReturn,ExplainedVariance,AveragePolicyStd,MaxReturn
0.0,0.0641317,20,15.0,9.702799558639526,0.000651408,9.702798128128052,9.65017557144165,0.552732,-0.0183484,14.8902,2.7007,65.3834841531,0.0493598664522,0.935103,300.0
0.0,0.0788342,20,1285.0,8.72447919845581,0.00947483,18.430083990097046,8.66422700881958,0.320929,-0.0135384,14.8999,2.70135,935.026737586,0.248124292561,0.935184,3900.0
0.0,0.0996596,20,10700.0,9.86402153968811,0.000660224,28.305193662643433,9.792458772659302,0.320641,-0.0424036,14.9707,2.70609,3862.3826843,0.410694569182,0.937557,18900.0
30700.0,0.0377549,20,35985.0,8.843642950057983,-0.0332356,37.15491843223572,8.809452772140503,0.129153,-0.0525275,14.9756,2.70642,3255.19200663,0.859863819977,0.937795,41600.0
38400.0,0.0684831,20,40945.0,8.39575743675232,-0.0254581,45.55526781082153,8.336185932159424,0.295926,-0.0397529,14.7288,2.6898,1022.48471871,0.976765843922,0.930096,42400.0
40000.0,0.0154655,20,41450.0,9.75025749206543,-0.0133591,55.31510782241821,9.700321197509766,0.058629,-0.0203146,14.5425,2.67707,635.216498526,0.987513561904,0.923912,42400.0
39300.0,0.00644655,20,41465.0,9.440953254699707,-0.0107926,64.76146864891052,9.381691455841064,0.160583,-0.0166688,14.4457,2.67039,649.826900028,0.987841503583,0.920752,42200.0
