MinReturn,MaxReturn,NumTrajs,MaxKL,ItrTime,AverageReturn,MeanKL,TotalExecTime,ExplainedVariance,AveragePolicyStd,StdReturn,LossAfter,LossBefore,Perplexity,Entropy,Time
0.0,600.0,40,2.00876,7.104763507843018,190.0,0.194937,7.04134202003479,0.362104513086,0.58088,218.860686282,-0.0456555,-0.00286093,5.67789,1.73658,7.1047587394714355
0.0,600.0,40,0.393528,7.192048072814941,340.0,0.0568992,7.120653867721558,0.629914566652,0.580906,210.713075057,-0.02228,0.00206751,5.66167,1.73372,14.302356481552124
0.0,1100.0,40,0.535618,6.039580821990967,502.5,0.197048,6.004067420959473,0.669826664688,0.582069,241.337419395,-0.0529784,-0.00246225,5.66752,1.73475,20.357874631881714
600.0,2100.0,40,2.28865,5.810297966003418,1327.5,0.542167,5.767117023468018,0.637019038322,0.582159,391.144155012,-0.0833994,0.0300343,5.66055,1.73352,26.183911561965942
5400.0,7600.0,40,0.855891,5.973495960235596,6765.0,0.346679,5.940576553344727,0.952387173451,0.587075,463.977370138,-0.0916124,-0.0165321,5.7462,1.74854,32.160725593566895
5400.0,8200.0,40,0.206277,6.303863048553467,7807.5,0.0554448,6.266139984130859,0.989290327056,0.5841,407.054971718,-0.0234854,-0.00909179,5.6989,1.74027,38.47199583053589
7300.0,8200.0,40,0.384327,5.9803807735443115,7750.0,0.0784305,5.90235161781311,0.995282342142,0.582544,168.819430161,-0.0284034,-0.00201496,5.67304,1.73573,44.46488833427429
