AverageReturn,ItrTime,MaxKL,AveragePolicyStd,NumTrajs,MeanKL,LossBefore,Perplexity,ExplainedVariance,MinReturn,TotalExecTime,Time,Entropy,StdReturn,LossAfter,MaxReturn
182.5,6.390955686569214,3.50513,0.58088,40,0.44626,0.00352851,5.67789,0.340761415463,0.0,6.312997341156006,6.390952110290527,1.73658,222.359506206,-0.0889108,600.0
557.5,5.914824724197388,0.404106,0.582992,40,0.0819825,0.0297268,5.69796,0.74730341171,0.0,5.8622753620147705,12.311399221420288,1.74011,215.508120497,0.00833203,1000.0
1050.0,5.97224760055542,0.919766,0.587884,40,0.27968,0.0179365,5.78328,0.494473152032,400.0,5.939618825912476,18.286755800247192,1.75497,374.83329628,-0.0537646,2000.0
4907.5,6.0625669956207275,1.30692,0.591361,40,0.422462,-0.0332299,5.83538,0.817762868524,3200.0,6.020877838134766,24.35400128364563,1.76394,844.803971345,-0.141398,7100.0
7857.5,6.039222717285156,0.181975,0.586958,40,0.0488056,-0.00756194,5.73922,0.993386446804,7400.0,5.988786220550537,30.409665822982788,1.74732,231.179043168,-0.0317165,8300.0
7515.0,6.300597667694092,0.0637767,0.584781,40,0.00452568,0.00316324,5.71757,0.910730589372,700.0,6.191187620162964,36.71826362609863,1.74354,1449.23255553,-0.00632561,8200.0
7795.0,6.467489957809448,0.613517,0.585215,40,0.0264149,-0.0238194,5.72662,0.948443870115,2500.0,6.396275758743286,43.19297122955322,1.74513,1031.97625942,-0.0478943,8300.0
