Entropy,NumTrajs,LossBefore,MaxReturn,Time,MinReturn,ExplainedVariance,AverageReturn,Perplexity,TotalExecTime,MaxKL,ItrTime,MeanKL,AveragePolicyStd,StdReturn,LossAfter
2.56857,20,0.00401695,800.0,12.791957378387451,0.0,0.246028910107,210.0,13.0471,12.689658641815186,1.84056,12.791965246200562,0.260638,0.87453,294.78805946,-0.0547456
2.57259,20,0.0142977,1200.0,25.49084758758545,600.0,0.886843377711,855.0,13.0997,12.517525672912598,0.112424,12.694386005401611,0.0108461,0.876243,132.193040664,0.00885831
2.57974,20,0.00472256,2200.0,37.38233399391174,800.0,0.695460038992,1030.0,13.1936,11.715043306350708,0.0351046,11.8803071975708,0.0112354,0.879331,398.873413504,-0.00129552
2.5821,20,-0.0211668,3000.0,50.4704270362854,600.0,0.559934545709,1050.0,13.2248,13.02712082862854,0.0576357,13.078355312347412,0.0101693,0.880361,596.238207431,-0.0286121
2.57151,20,-0.0126344,2200.0,62.67214250564575,700.0,0.640067961273,1015.0,13.0856,12.121274709701538,0.0592959,12.196265935897827,0.00508808,0.875724,413.853838934,-0.0164558
2.5652,20,0.00923921,2200.0,75.02503299713135,700.0,0.70510284128,955.0,13.0032,12.227471351623535,0.0302071,12.340927839279175,0.00692831,0.872966,381.411850891,0.00582571
2.56982,20,-0.0219325,2300.0,87.87257528305054,400.0,0.494885719031,1175.0,13.0634,12.81010365486145,0.0810546,12.842740535736084,0.0137894,0.875102,541.179267896,-0.0276972
