AverageReturn,MaxReturn,ItrTime,StdReturn,MaxKL,Time,Entropy,Perplexity,LossAfter,LossBefore,MeanKL,TotalExecTime,ExplainedVariance,AveragePolicyStd,NumTrajs,MinReturn
20125.0,21500.0,12.198810338973999,906.021522923,3.02705,12.198802947998047,2.69307,14.777,-0.044262,-0.00749879,0.300366,12.03218936920166,0.971536257905,0.930467,20,18200.0
20230.0,21900.0,11.560133218765259,941.859862188,0.28391,23.77061915397644,2.68558,14.6666,-0.0543501,-0.0455137,0.0202587,11.434503555297852,0.960891162792,0.926979,20,18200.0
20385.0,21300.0,11.787758588790894,470.398767005,0.735252,35.56516146659851,2.66282,14.3366,-0.010392,0.00558316,0.0481578,11.748731136322021,0.985439931282,0.916372,20,19500.0
20940.0,21700.0,11.759215354919434,545.343928177,0.76222,47.33617448806763,2.66561,14.3767,-0.0233996,-0.00777251,0.0435246,11.70439887046814,0.983715396726,0.91759,20,19700.0
20720.0,21600.0,11.515008926391602,471.805044483,1.68111,58.87998104095459,2.66172,14.3209,-0.0351533,-0.0206053,0.0683571,11.474513053894043,0.985163175484,0.915865,20,20000.0
20795.0,21800.0,11.512162685394287,790.23730613,0.354501,70.40178155899048,2.65142,14.1742,-0.0271643,-0.0182347,0.0307188,11.457270860671997,0.971335802016,0.911154,20,19100.0
20960.0,21700.0,11.542657613754272,574.804314528,0.121154,81.95794200897217,2.6423,14.0455,-0.0072831,-0.00452783,0.00265427,11.448922157287598,0.984464892796,0.907042,20,19100.0
