MeanKL,ItrTime,MaxKL,TotalExecTime,LossAfter,Perplexity,MinReturn,NumTrajs,MaxReturn,ExplainedVariance,LossBefore,Entropy,AverageReturn,Time,AveragePolicyStd,StdReturn
0.0394969,34.813681840896606,0.156024,34.45307421684265,-0.00625047,15.613,0.0,20,1900.0,0.08722433611,0.000522893,2.7481,235.0,34.8136773109436,0.956152,547.973539507
0.126367,33.466554403305054,0.318517,33.061344385147095,-0.0206091,15.6212,0.0,20,16100.0,0.355857820855,0.00965649,2.74863,4475.0,68.28351783752441,0.956398,5518.41236227
0.0832457,35.09333944320679,0.211656,34.613736152648926,-0.0324854,15.6968,0.0,20,49500.0,0.820906717605,-0.0163216,2.75346,32115.0,103.38808083534241,0.958678,19034.8437083
0.108519,35.14457893371582,0.539525,34.91465735435486,-0.0429031,15.5692,0.0,20,50700.0,0.827411258643,-0.0197568,2.74529,37985.0,138.56688475608826,0.954769,13590.6686738
0.12631,29.76530432701111,0.946946,29.43478751182556,-0.0557324,15.4162,300.0,20,49400.0,0.842954358818,-0.00848949,2.73542,33965.0,168.3515179157257,0.950066,17282.4846304
0.379537,31.022669553756714,1.68225,30.68106770515442,-0.0694519,15.3508,0.0,20,50400.0,0.749670046076,0.00086412,2.73117,32915.0,199.3883306980133,0.94805,12715.473841
0.104579,28.7125141620636,0.440567,28.380398988723755,-0.0346337,15.3575,12500.0,20,50800.0,0.803441602201,0.000558408,2.7316,38140.0,228.11257028579712,0.948251,10261.2572329
