Entropy,MeanKL,StdReturn,MaxReturn,MinReturn,MaxKL,TotalExecTime,LossBefore,Perplexity,Time,NumTrajs,AveragePolicyStd,ItrTime,LossAfter,ExplainedVariance,AverageReturn
2.56857,0.123821,108.972473589,500.0,0.0,0.286699,9.018046379089355,0.0357354,13.0471,9.12488317489624,20,0.87453,9.124889612197876,0.0144919,0.0311016587671,25.0
2.60431,0.122958,1198.86404567,4700.0,200.0,0.186283,8.79913330078125,-0.0128535,13.5218,17.976147651672363,20,0.890117,8.84617304801941,-0.052146,0.180541003399,2115.0
2.59788,0.196517,2729.55582467,16100.0,3800.0,0.365025,8.803296089172363,-0.0108568,13.4352,26.81599760055542,20,0.88727,8.835935354232788,-0.0611644,0.582680308291,12455.0
2.59245,0.0214138,833.30666624,21900.0,18900.0,0.152141,8.738975286483765,0.00095067,13.3625,35.59894299507141,20,0.884975,8.77849555015564,-0.00663726,0.976319034818,20840.0
2.59293,0.0178442,785.795774995,21800.0,19500.0,0.0649798,8.624243021011353,-0.0203281,13.3688,44.264042377471924,20,0.88498,8.657185316085815,-0.0291344,0.974731258963,20855.0
2.58276,0.0106891,695.772951472,22000.0,19200.0,0.0308692,9.274931907653809,-0.0296229,13.2336,53.61446189880371,20,0.880402,9.342003107070923,-0.034448,0.981976782118,21130.0
2.56795,0.0187776,636.710295189,21900.0,19400.0,0.197101,8.791087627410889,-0.0172198,13.0391,62.48516869544983,20,0.873819,8.858529329299927,-0.0282606,0.985917746469,21040.0
