Entropy,AverageReturn,NumTrajs,AveragePolicyStd,ItrTime,LossAfter,MaxKL,ExplainedVariance,TotalExecTime,StdReturn,MeanKL,Perplexity,Time,LossBefore,MaxReturn,MinReturn
2.45436,0.0,20,0.827472,10.53064775466919,-0.0,0.0,1,10.46826696395874,0.0,0.0,11.639,10.530642032623291,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.612728357315063,-0.0,0.0,1,10.558926105499268,0.0,0.0,11.639,21.14862608909607,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.258625745773315,-0.0,0.0,1,10.221649408340454,0.0,0.0,11.639,31.409887075424194,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.69364070892334,-0.0,0.0,1,10.660531759262085,0.0,0.0,11.639,42.107337474823,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.448877334594727,-0.0,0.0,1,10.408509731292725,0.0,0.0,11.639,52.56226468086243,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.697039365768433,-0.0,0.0,1,10.652740001678467,0.0,0.0,11.639,63.26280641555786,-0.0,0.0,0.0
2.45436,0.0,20,0.827472,10.391489267349243,-0.0,0.0,1,10.351625442504883,0.0,0.0,11.639,73.65847659111023,-0.0,0.0,0.0
