LossBefore,NumTrajs,TotalExecTime,AverageReturn,MaxKL,LossAfter,MeanKL,Entropy,Time,MaxReturn,ExplainedVariance,StdReturn,MinReturn,AveragePolicyStd,ItrTime,Perplexity
-0.000418268,20,16.155431032180786,500.0,0.862567,-0.020512,0.0861834,2.7007,16.262430667877197,700.0,0.808322516296,189.73665961,0.0,0.935103,16.262435913085938,14.8902
-0.0128166,20,16.126681566238403,540.0,0.108748,-0.0207429,0.0112383,2.70028,32.57597494125366,700.0,0.929533052029,66.3324958071,400.0,0.934878,16.31070876121521,14.884
0.00656519,20,16.031567573547363,535.0,0.0524863,0.00449666,0.00286555,2.69388,48.69344520568848,600.0,0.92366434802,72.6291952317,400.0,0.931991,16.113998413085938,14.7889
-0.0164738,20,16.235939502716064,545.0,0.1093,-0.0228099,0.00986398,2.69716,65.12191677093506,700.0,0.893144518513,111.691539518,200.0,0.933744,16.420791149139404,14.8375
-0.0150647,20,16.739436388015747,600.0,0.149016,-0.0251567,0.0227993,2.68892,81.96954298019409,800.0,0.914383731264,89.4427191,400.0,0.929853,16.841514587402344,14.7158
-0.00843368,20,16.064993858337402,665.0,0.0791261,-0.0143853,0.0115894,2.68139,98.10559105873108,800.0,0.918368339582,79.2148975888,500.0,0.926349,16.124505043029785,14.6054
-0.00995414,20,16.504820346832275,705.0,0.0477913,-0.0129834,0.00491116,2.67717,114.7272117137909,900.0,0.917858289924,86.458082329,600.0,0.924522,16.61630392074585,14.5439
