MaxKL,Perplexity,ItrTime,NumTrajs,AverageReturn,AveragePolicyStd,MinReturn,StdReturn,ExplainedVariance,Time,MaxReturn,TotalExecTime,LossAfter,LossBefore,MeanKL,Entropy
46.4685,16.3558,7.4049694538116455,40,722.5,0.982009,0.0,957.20622125,0.216210624818,7.4049601554870605,5200.0,7.325981855392456,-0.0635151,-0.0108633,0.368036,2.79458
1.27918,16.1791,8.916481256484985,40,2542.5,0.976649,600.0,889.912214772,0.479784254561,16.329593658447266,4500.0,8.865694284439087,-0.070061,-0.0334632,0.0839383,2.78372
7.77823,15.9106,7.1142683029174805,40,2655.0,0.968247,400.0,1293.24205004,0.599085964172,23.454617023468018,4300.0,7.0544562339782715,-0.0558627,-0.0296369,0.0813558,2.76699
1.40401,15.6766,7.095327138900757,40,3060.0,0.960721,1500.0,763.806258157,0.648313605048,30.557819843292236,5100.0,7.041077136993408,-0.0614822,-0.0304677,0.0899775,2.75217
17.7619,15.4396,7.172164678573608,40,3200.0,0.953614,900.0,1272.00628929,0.616423024374,37.739503622055054,5200.0,7.085591793060303,-0.046892,-0.0119869,0.149133,2.73694
38.3558,15.3473,7.241955041885376,40,3462.5,0.950964,1200.0,938.799099914,0.625064668384,44.986104249954224,5300.0,7.159193277359009,-0.13338,-0.0687263,0.278334,2.73094
1.31356,14.8289,7.283645391464233,40,3637.5,0.935133,0.0,1891.38672672,0.635287671153,52.27745532989502,6300.0,7.235917091369629,-0.0725624,-0.0242748,0.145912,2.69658
