AveragePolicyStd,ExplainedVariance,TotalExecTime,AverageReturn,MeanKL,MaxReturn,StdReturn,Perplexity,ItrTime,LossBefore,LossAfter,Entropy,NumTrajs,Time,MinReturn,MaxKL
0.999438,0.155679309615,12.779673099517822,45.0,0.135275,600.0,143.090880213,17.0561,12.898860216140747,0.00927672,0.0107994,2.83651,20,12.89885687828064,0.0,16.1469
1.00397,0.468884727644,12.219293594360352,50.0,0.000677799,900.0,196.214168703,17.2151,12.271462440490723,0.0080972,0.00588655,2.84579,20,25.176694631576538,0.0,0.00560114
1.006,0.0870313270205,11.8261239528656,40.0,0.012591,500.0,124.09673646,17.2849,11.86445426940918,0.0123682,0.00651301,2.84984,20,37.04451847076416,0.0,1.60335
1.00911,0.150435730235,11.570419549942017,70.0,0.000236042,900.0,205.182845287,17.3922,11.607842206954956,0.0145731,0.0137239,2.85602,20,48.66727018356323,0.0,0.00186214
1.0128,0.111358777919,11.8590247631073,40.0,0.00057217,600.0,135.646599663,17.5194,11.973167896270752,-0.00503043,-0.00669304,2.86331,20,60.64948391914368,0.0,0.00751079
1.01153,0.176333242057,11.466936588287354,55.0,0.043571,600.0,153.21553446,17.4753,11.515834331512451,-0.00548262,-0.00392019,2.86079,20,72.17035269737244,0.0,4.66993
1.01014,0.179708760987,11.196900129318237,30.0,0.000249061,400.0,95.3939201417,17.4275,11.276390075683594,-0.0219636,-0.0229241,2.85805,20,83.46762418746948,0.0,0.000780569
