StdReturn,MaxKL,LossBefore,Time,MinReturn,MaxReturn,Entropy,AveragePolicyStd,ItrTime,AverageReturn,MeanKL,Perplexity,ExplainedVariance,LossAfter,NumTrajs,TotalExecTime
17314.0376573,0.592501,-0.00780679,22.778281927108765,0.0,44500.0,2.7481,0.956152,22.778287649154663,22510.0,0.169298,15.613,0.793996053809,-0.0373231,20,22.66933798789978
16976.9100545,0.150699,-0.000559218,46.08487105369568,0.0,48400.0,2.7403,0.952493,23.303118467330933,26905.0,0.0590652,15.4916,0.747869932053,-0.018811,20,23.202131748199463
15203.5489278,0.465402,-0.00778661,68.98681282997131,0.0,48400.0,2.74002,0.95239,22.896169185638428,34210.0,0.0814967,15.4873,0.777773896751,-0.0271467,20,22.71676540374756
21032.5099548,0.0727944,-0.0101098,90.63007712364197,0.0,48800.0,2.73612,0.950551,21.635777711868286,22195.0,0.0169907,15.4271,0.82675806957,-0.0161958,20,21.554438591003418
19100.6616378,0.110654,-0.00713364,111.7273416519165,0.0,48600.0,2.73107,0.948088,21.086572647094727,31135.0,0.0186739,15.3493,0.864021345303,-0.0105903,20,21.030028343200684
18633.4886696,0.363474,-0.00619461,133.50321745872498,0.0,46100.0,2.7275,0.946393,21.77064609527588,26610.0,0.0757552,15.2946,0.821384933912,-0.0228328,20,21.71088695526123
14338.2172881,0.0884652,-0.0127246,155.1188805103302,0.0,49000.0,2.7244,0.94493,21.610451698303223,37305.0,0.0154816,15.2473,0.835629896558,-0.022573,20,21.430367946624756
