StdReturn,MinReturn,Time,Entropy,AverageReturn,Perplexity,MeanKL,ExplainedVariance,ItrTime,TotalExecTime,NumTrajs,LossBefore,LossAfter,MaxKL,MaxReturn,AveragePolicyStd
338.378486314,0.0,5.120638370513916,2.74043,950.0,15.4937,0.0971882,0.787932096537,5.120643138885498,5.0603718757629395,20,0.0208822,0.00150834,0.455279,1300.0,0.95435
355.633238042,0.0,10.174683332443237,2.76131,1105.0,15.8206,0.0567457,0.784421749578,5.044729709625244,4.986942529678345,20,0.00341135,-0.0148837,0.402815,2100.0,0.963926
850.808439074,100.0,15.168273448944092,2.76302,1325.0,15.8477,0.0597447,0.41611263252,4.989843845367432,4.930663585662842,20,0.00944258,-0.0104511,0.395171,3700.0,0.964548
1406.91151108,1000.0,19.83859348297119,2.76774,2860.0,15.9226,0.0165163,0.316572505656,4.665236473083496,4.635527849197388,20,0.00402715,-0.00442911,0.0553137,5800.0,0.966425
2726.99009899,400.0,24.377359628677368,2.76976,6605.0,15.9547,0.106583,0.313565623803,4.527659177780151,4.504600763320923,20,-0.00826917,-0.0420239,0.491646,13300.0,0.967575
4168.48593616,0.0,29.27891206741333,2.76562,14065.0,15.8889,0.0961944,0.640163729923,4.898767709732056,4.860105514526367,20,-0.0123946,-0.0326951,0.346567,19400.0,0.965563
1180.93183546,18000.0,34.15575432777405,2.75942,20620.0,15.7907,0.0948622,0.953851869917,4.869709014892578,4.84335470199585,20,0.00776006,-0.0128587,0.310406,22200.0,0.962506
