StdReturn,ItrTime,MeanKL,MaxReturn,LossAfter,AveragePolicyStd,TotalExecTime,AverageReturn,LossBefore,ExplainedVariance,MaxKL,Time,NumTrajs,Perplexity,MinReturn,Entropy
21.7944947177,17.40779161453247,0.00311364,100.0,0.0222252,0.999438,17.191278219223022,5.0,0.0247982,0.0369663253644,0.373758,17.40778660774231,20,17.0561,0.0,2.83651
87.1779788708,15.167803287506104,0.00243745,400.0,0.0167603,1.01185,15.021641254425049,20.0,0.0177724,0.0429324979973,0.449613,32.585740089416504,20,17.4844,0.0,2.86131
0.0,15.889684677124023,0.0,0.0,-0.0,1.01637,15.715287446975708,0.0,-0.0,1,0.0,48.513396978378296,20,17.6405,0.0,2.8702
0.0,16.269867181777954,0.0,0.0,-0.0,1.01637,16.112483501434326,0.0,-0.0,1,0.0,64.81873488426208,20,17.6405,0.0,2.8702
0.0,15.4811429977417,0.0,0.0,-0.0,1.01637,15.33417296409607,0.0,-0.0,1,0.0,80.3461046218872,20,17.6405,0.0,2.8702
287.402157264,15.868661165237427,0.000521798,1300.0,-1.97692e-05,1.01637,15.760993003845215,80.0,0.00141801,0.203353788167,0.0194514,96.28244519233704,20,17.6405,0.0,2.8702
0.0,16.90679669380188,0.0,0.0,-0.0,1.01673,16.804065704345703,0.0,-0.0,1,0.0,113.20314621925354,20,17.653,0.0,2.8709
