Perplexity,NumTrajs,Entropy,AveragePolicyStd,LossBefore,MaxReturn,ExplainedVariance,ItrTime,AverageReturn,MaxKL,TotalExecTime,LossAfter,MinReturn,StdReturn,Time,MeanKL
17.1557,20,2.84233,1.00326,-0.0156028,16300.0,0.418389625149,10.970028162002563,7980.0,2.41506,10.868473052978516,-0.113384,0.0,4898.42831937,10.970019340515137,0.942609
16.8901,20,2.82673,0.995359,-0.0,0.0,1,10.65996766090393,0.0,0.0,10.550434827804565,-0.0,0.0,0.0,21.637476921081543,0.0
16.8901,20,2.82673,0.995359,-0.0,0.0,1,10.716113090515137,0.0,0.0,10.666064500808716,-0.0,0.0,0.0,32.36306619644165,0.0
16.8901,20,2.82673,0.995359,-0.00348386,20400.0,0.753560048151,10.771854877471924,1020.0,0.222571,10.697956085205078,-0.0156875,0.0,4446.07692241,43.14518690109253,0.0199672
16.8607,20,2.82499,0.994594,-0.0,0.0,1,10.834827423095703,0.0,0.0,10.781334400177002,-0.0,0.0,0.0,53.98363471031189,0.0
16.8607,20,2.82499,0.994594,-0.00377861,29400.0,0.800607714719,10.873192071914673,3920.0,0.223378,10.813236474990845,-0.0133866,0.0,9428.71147082,64.86120510101318,0.0179876
16.8289,20,2.8231,0.993733,-0.00100733,34300.0,0.79737147615,10.761738538742065,16385.0,0.0608638,10.701250314712524,-0.00660979,0.0,13894.7930895,75.62903475761414,0.0136066
