Entropy,LossAfter,AveragePolicyStd,LossBefore,ExplainedVariance,StdReturn,MeanKL,AverageReturn,NumTrajs,MaxKL,ItrTime,Time,TotalExecTime,MaxReturn,MinReturn,Perplexity
2.56857,-0.00957716,0.87453,0.00166461,0.932718283446,77.4596669241,0.0483081,900.0,20,0.137258,12.929975032806396,12.929968357086182,12.806302070617676,1000.0,700.0,13.0471
2.57023,-0.0194101,0.875415,-0.00812891,0.92841444659,76.8114574787,0.0225014,910.0,20,0.132309,12.745388269424438,25.693896770477295,12.542064905166626,1100.0,800.0,13.0689
2.56617,-0.0124279,0.873724,-0.00652047,0.933302561776,73.9932429347,0.00824523,895.0,20,0.215254,11.972435712814331,37.6733934879303,11.937456846237183,1000.0,800.0,13.0159
2.56291,0.00131472,0.872279,0.00587126,0.935718490791,79.2148975888,0.00601157,985.0,20,0.0537282,11.519478559494019,49.198416233062744,11.425004005432129,1100.0,900.0,12.9735
2.56585,-0.00607717,0.873618,-0.00270555,0.933201715762,66.8954408013,0.00325426,995.0,20,0.0349127,11.55095911026001,60.75540852546692,11.495026111602783,1100.0,900.0,13.0117
2.56449,0.0176201,0.873048,0.0223986,0.915661850869,130.766968306,0.00422739,930.0,20,0.131936,11.966222047805786,72.74141359329224,11.839571475982666,1100.0,500.0,12.9941
2.57569,0.00837633,0.877895,0.0147365,0.923605218447,81.2403840464,0.00658305,920.0,20,0.0723268,12.105727434158325,84.86052393913269,12.023390054702759,1100.0,700.0,13.1404
