Perplexity,Entropy,ItrTime,MaxKL,ExplainedVariance,NumTrajs,StdReturn,AverageReturn,Time,LossAfter,MaxReturn,LossBefore,MeanKL,AveragePolicyStd,TotalExecTime,MinReturn
5.67789,1.73658,6.25501561164856,5.03905,0.929504474836,40,578.338136387,5995.0,6.2550108432769775,-0.225898,7100.0,-0.0539482,1.81994,0.58088,6.185011386871338,4300.0
5.37969,1.68263,6.119678258895874,0.895616,0.924417706856,40,693.108938047,6490.0,12.381256580352783,-0.118942,7700.0,-0.0379744,0.392418,0.565699,6.06537389755249,4500.0
5.27851,1.66364,6.203452825546265,0.379346,0.990342728247,40,338.193731462,7675.0,18.590328216552734,-0.0470836,8300.0,-0.0278059,0.0511149,0.559184,6.094060659408569,6900.0
5.20563,1.64974,6.14048957824707,0.121211,0.992640826031,40,290.516780927,7840.0,24.735816717147827,-0.0490586,8400.0,-0.0369525,0.0415272,0.554963,6.0389368534088135,7100.0
5.11033,1.63126,6.0371716022491455,0.785062,0.993518207516,40,269.026021046,7875.0,30.776819944381714,-0.0277915,8200.0,-0.00573285,0.0819554,0.549532,5.968630313873291,7300.0
5.09571,1.6284,6.208220481872559,0.232245,0.995640461567,40,206.987318452,7962.5,36.99088501930237,-0.0208522,8300.0,-0.00257191,0.0689042,0.548745,6.1548662185668945,7400.0
5.08915,1.62711,6.332436800003052,0.674806,0.994466794554,40,268.141753556,7960.0,43.337989807128906,-0.0518886,8300.0,-0.00656385,0.0893245,0.54822,6.250445604324341,7400.0
