LossAfter,MeanKL,Time,LossBefore,MaxKL,AveragePolicyStd,MinReturn,StdReturn,Perplexity,Entropy,ItrTime,AverageReturn,MaxReturn,ExplainedVariance,NumTrajs,TotalExecTime
0.0123434,0.00226835,16.079950094223022,0.0152261,0.0168929,1.00568,0.0,418.658572109,17.2706,2.849,16.079957246780396,115.0,1900.0,0.11471068269,20,15.789893388748169
0.113343,0.709984,32.435744524002075,-0.0077245,58.3316,1.0133,0.0,391.758854399,17.5355,2.86423,16.351874351501465,95.0,1800.0,0.147551505651,20,16.139485597610474
37.3711,194.701,49.43596005439758,0.0129513,13363.8,1.01136,0.0,162.711400953,17.4679,2.86037,16.991597890853882,55.0,700.0,0.136696898033,20,16.681214570999146
0.00816835,0.0720995,66.68026733398438,0.00970848,9.73122,1.01461,0.0,229.945645751,17.5814,2.86684,17.240006685256958,75.0,900.0,0.0427777186094,20,17.028467416763306
0.342543,2.0557,83.62094211578369,0.0188187,267.49,1.01707,0.0,499.274473611,17.667,2.8717,16.920178651809692,165.0,2200.0,0.095514487964,20,16.717586994171143
-0.00995255,0.0130159,101.07383394241333,-0.0077449,3.09817,1.02191,0.0,500.099990002,17.834,2.88111,17.43064570426941,270.0,1800.0,0.27743231654,20,17.3016517162323
0.0110369,0.000722704,117.5402774810791,0.012606,0.0128856,1.0199,0.0,202.731349327,17.7651,2.87723,16.429759979248047,130.0,700.0,0.206463839474,20,16.303564310073853
