Entropy,MeanKL,NumTrajs,TotalExecTime,MinReturn,Perplexity,Time,LossBefore,AverageReturn,ItrTime,MaxReturn,MaxKL,LossAfter,StdReturn,AveragePolicyStd,ExplainedVariance
2.73374,0.284928,20,11.48802924156189,0.0,15.3903,11.606853246688843,-0.0118921,7705.0,11.6068594455719,14800.0,1.71433,-0.076098,4034.41135731,0.949513,0.616046122584
2.72185,0.0133116,20,11.843477725982666,200.0,15.2084,23.505974769592285,0.00445209,15600.0,11.895451307296753,21800.0,0.128847,-0.00358304,6000.66662963,0.943981,0.83021005496
2.72407,0.048391,20,11.686419486999512,0.0,15.2423,35.316771030426025,-0.00632159,15390.0,11.804548263549805,22400.0,0.36241,-0.0244702,6476.56544783,0.94489,0.768436595173
2.72091,0.0294826,20,11.437636375427246,0.0,15.1942,46.819207429885864,0.00815096,12565.0,11.490077018737793,19800.0,0.124435,9.92389e-05,6488.54952975,0.943355,0.757056202087
2.72499,0.010455,20,11.33540654182434,0.0,15.2562,58.2275812625885,0.0012821,16670.0,11.393960952758789,22600.0,0.0971512,-0.00423334,6306.19536646,0.945438,0.842644262024
2.72563,0.0244388,20,11.911485195159912,0.0,15.266,70.2167751789093,0.00590391,13545.0,11.967786312103271,21900.0,0.166644,-0.00434101,6681.5024508,0.945709,0.667907395407
2.72858,0.0736682,20,12.161125898361206,0.0,15.3111,82.46426796913147,-0.0179748,17140.0,12.239745616912842,21100.0,0.459475,-0.0413037,4479.33030709,0.947194,0.814336047236
