AverageReturn,NumTrajs,MinReturn,MaxKL,Time,LossAfter,ItrTime,Entropy,LossBefore,ExplainedVariance,AveragePolicyStd,MaxReturn,Perplexity,StdReturn,MeanKL,TotalExecTime
905.0,20,200.0,1.03066,11.734174013137817,-0.0421881,11.734180927276611,2.64941,0.014146,0.204087257318,0.917354,2700.0,14.1457,774.257709035,0.273635,11.645414352416992
17400.0,20,13400.0,0.480707,23.00541043281555,-0.0547323,11.26692509651184,2.66356,0.00342125,0.762379833563,0.923662,22300.0,14.3473,2251.22189044,0.226376,11.179636240005493
20365.0,20,18900.0,0.222747,35.2788827419281,-0.0114479,12.26925277709961,2.66527,0.00153014,0.97434903701,0.923985,22000.0,14.3718,837.421638125,0.0294644,12.137115716934204
20490.0,20,19200.0,0.956189,47.14817523956299,-0.0542528,11.860316753387451,2.66604,-0.00199944,0.965605445312,0.923865,22800.0,14.3828,906.587006304,0.16551,11.761451244354248
21480.0,20,17800.0,0.355634,59.97986316680908,-0.0228349,12.828053712844849,2.66504,-0.0033989,0.956255989655,0.923241,22900.0,14.3685,1209.79337079,0.0574648,12.717763185501099
20745.0,20,19200.0,0.254951,71.99454808235168,-0.0305916,12.008944749832153,2.66334,-0.012566,0.974940589397,0.922129,22900.0,14.3441,909.656528586,0.0485965,11.880177736282349
22280.0,20,18500.0,0.0219265,84.67893671989441,-0.0240005,12.677959680557251,2.65705,-0.0198086,0.976088049194,0.919364,23200.0,14.2542,1035.18114357,0.00871719,12.612826347351074
