StdReturn,Time,LossAfter,LossBefore,AverageReturn,MaxKL,MaxReturn,Entropy,AveragePolicyStd,MinReturn,TotalExecTime,NumTrajs,MeanKL,ItrTime,ExplainedVariance,Perplexity
69.8212002188,5.2379937171936035,-0.0220441,-0.00372523,25.0,0.375532,300.0,2.72206,0.947542,0.0,5.153913497924805,20,0.0306952,5.2379984855651855,0.112500377463,15.2117
96.3068014213,10.737246036529541,-0.0330461,-0.00167732,65.0,0.465277,300.0,2.71834,0.945588,0.0,5.446948289871216,20,0.047528,5.496698617935181,0.302138721446,15.1551
64.0312423743,16.41915488243103,-0.00193025,0.00952603,270.0,0.24508,400.0,2.7175,0.945,200.0,5.656895399093628,20,0.0243537,5.678793430328369,0.893708909707,15.1424
62.449979984,22.12225031852722,0.011239,0.0126365,290.0,2.00738,400.0,2.72226,0.946986,200.0,5.598888874053955,20,0.0846808,5.69940972328186,0.90113101257,15.2147
81.2403840464,28.0485622882843,-0.00767019,-0.00284828,480.0,0.0508062,600.0,2.72858,0.950173,300.0,5.880953311920166,20,0.00486085,5.919747352600098,0.913015362091,15.3111
76.8114574787,33.760024309158325,-0.0213145,-0.0143899,490.0,0.32135,600.0,2.72715,0.949324,400.0,5.659286975860596,20,0.0136657,5.70586371421814,0.921817614477,15.2893
49.7493718553,39.525617837905884,-0.0234042,-0.00571491,595.0,1.37228,700.0,2.71996,0.946054,500.0,5.714689493179321,20,0.0874932,5.757946968078613,0.93585839651,15.1797
