ExplainedVariance,AverageReturn,Entropy,StdReturn,LossAfter,ItrTime,MinReturn,AveragePolicyStd,Perplexity,LossBefore,Time,MeanKL,NumTrajs,TotalExecTime,MaxReturn,MaxKL
0.214476030557,55.0,2.83788,182.961744635,4.87118,17.6022207736969,0.0,1.0,17.0795,0.0117495,17.60237741470337,34.7703,20,17.367199420928955,800.0,1997.52
0.110055404292,55.0,2.84963,239.739441895,0.532167,15.890891313552856,0.0,1.0059,17.2813,-0.0165787,33.51265239715576,7.54606,20,15.711716413497925,1100.0,439.566
1,0.0,2.84134,0.0,-0.0,13.460290670394897,0.0,1.00175,17.1387,-0.0,47.00126934051514,0.0,20,13.331539630889893,0.0,0.0
0.257482958713,35.0,2.84134,152.561463024,-1.95521,18.774613618850708,0.0,1.00175,17.1387,0.00131829,65.80212640762329,16.0711,20,18.542810916900635,700.0,790.816
0.189367057727,210.0,2.842,583.86642308,5.54271,16.33802080154419,0.0,1.00207,17.15,0.00189704,82.14961051940918,15.7163,20,16.17553162574768,2500.0,1566.29
0.234173124279,325.0,2.84294,744.899322056,4.58392,16.346428871154785,0.0,1.00257,17.1662,-0.0110359,98.51951909065247,27.0454,20,16.233463048934937,2500.0,1936.14
0.0577645009669,75.0,2.83743,211.837201643,-0.044577,15.51065731048584,0.0,0.99978,17.0718,0.00506836,114.03776955604553,0.186145,20,15.388674020767212,800.0,12.6605
