Entropy,MeanKL,LossBefore,AverageReturn,MaxReturn,Perplexity,AveragePolicyStd,Time,ExplainedVariance,TotalExecTime,LossAfter,NumTrajs,StdReturn,MaxKL,MinReturn,ItrTime
3.08155,0.0701422,-0.00548847,210.0,1300.0,21.7921,1.12957,23.206201314926147,0.427110064547,23.098184823989868,-0.00995032,20,397.366329726,6.63456,0.0,23.20620632171631
3.07606,0.00117861,0.00623813,280.0,1700.0,21.6728,1.12649,47.897533893585205,0.490853570157,24.544272899627686,0.00397306,20,494.570520755,0.243645,0.0,24.68465518951416
3.07918,0.00353127,-0.017712,700.0,3400.0,21.7405,1.12824,71.19938540458679,0.379652198567,23.1820011138916,-0.0204736,20,1043.07238483,0.268508,0.0,23.29678964614868
3.07032,0.00238648,0.00657326,290.0,1600.0,21.5489,1.12326,94.2533073425293,0.424000915372,22.952154397964478,0.00429506,20,516.623654124,0.504835,0.0,23.04128932952881
3.07361,0.00361036,0.00537719,370.0,1500.0,21.6198,1.1251,121.81903433799744,0.504211698281,27.47495150566101,0.00246121,20,445.084261685,0.245894,0.0,27.560243606567383
3.0763,0.0105024,-0.00853942,330.0,1500.0,21.678,1.12661,148.305016040802,0.35303409412,26.3686203956604,-0.0154186,20,425.558456619,1.43842,0.0,26.47847819328308
3.07203,0.00468709,0.0245102,355.0,1600.0,21.5856,1.1242,171.72377061843872,0.491478967317,23.294554710388184,0.0206886,20,504.455151624,0.210516,0.0,23.404767751693726
