AveragePolicyStd,AverageReturn,NumTrajs,MeanKL,StdReturn,LossBefore,ExplainedVariance,MaxReturn,MaxKL,ItrTime,TotalExecTime,Perplexity,Entropy,LossAfter,MinReturn,Time
0.95435,0.0,20,0.0,0.0,-0.0,1,0.0,0.0,5.740712404251099,5.633608341217041,15.4937,2.74043,-0.0,0.0,5.7407073974609375
0.95435,0.0,20,0.0,0.0,-0.0,1,0.0,0.0,5.682520389556885,5.624952077865601,15.4937,2.74043,-0.0,0.0,11.425916194915771
0.95435,25.0,20,0.0113614,108.972473589,0.000856645,0.0429790248836,500.0,0.0963022,5.80745530128479,5.761101245880127,15.4937,2.74043,-0.00833112,0.0,17.246384859085083
0.954621,70.0,20,0.0127482,305.122926048,0.00230849,0.015536403251,1400.0,0.0578543,5.8847081661224365,5.795091390609741,15.5003,2.74086,-0.00468068,0.0,23.144060611724854
0.955327,80.0,20,0.0466324,248.19347292,0.00533937,0.0442440395712,1000.0,0.323732,5.688023328781128,5.640556812286377,15.5182,2.74202,-0.0204481,0.0,28.83666491508484
0.956718,385.0,20,0.0408403,695.898699525,0.00177072,0.0924815000617,3000.0,0.196681,5.5196075439453125,5.482105493545532,15.5597,2.74469,-0.0207803,0.0,34.361265897750854
0.957012,1585.0,20,0.0903617,1033.57389673,0.00348926,0.210959962245,3600.0,0.644493,5.782398223876953,5.730849742889404,15.5735,2.74557,-0.0250555,0.0,40.15038275718689
