MeanKL,NumTrajs,MaxReturn,ItrTime,AveragePolicyStd,TotalExecTime,Time,MaxKL,MinReturn,ExplainedVariance,StdReturn,Perplexity,LossAfter,AverageReturn,Entropy,LossBefore
0.586762,40,800.0,6.300414323806763,1.03594,6.24843955039978,6.300410270690918,29.2658,0.0,0.199496672844,230.095089039,18.3177,-0.0981923,317.5,2.90787,0.0160752
0.145252,40,1700.0,5.064696788787842,1.044,5.0097949504852295,11.367812395095825,7.39837,100.0,0.26687944061,435.20110294,18.6146,-0.0488238,740.0,2.92395,-0.0135496
0.0461861,40,1800.0,5.195075511932373,1.04048,5.1626877784729,16.568665027618408,2.45107,0.0,0.276704706418,475.072362909,18.4889,-0.0447451,792.5,2.91717,-0.0238539
0.0479673,40,2600.0,5.781081438064575,1.03427,5.751354932785034,22.35667061805725,2.51246,200.0,0.274728531367,539.762679332,18.2697,-0.031469,962.5,2.90524,-0.00759469
0.0654569,40,2000.0,6.179997682571411,1.03235,6.12825083732605,28.546381950378418,1.3699,100.0,0.225624996881,454.4227107,18.2004,-0.0559821,800.0,2.90145,-0.0286429
0.152136,40,1900.0,5.438616037368774,1.02493,5.380167007446289,33.99151825904846,9.1722,300.0,0.357475879919,363.283635745,17.9416,-0.0436817,955.0,2.88712,-0.0109987
0.0794697,40,2200.0,5.473452806472778,1.02212,5.380233287811279,39.47909498214722,13.1946,200.0,0.362772654832,500.274924417,17.8433,-0.0425384,1165.0,2.88163,-0.0197973
