LossBefore,TotalExecTime,Time,Perplexity,Entropy,LossAfter,AverageReturn,ItrTime,ExplainedVariance,MaxKL,MinReturn,StdReturn,AveragePolicyStd,MaxReturn,MeanKL,NumTrajs
0.0301001,4.714144706726074,4.774919033050537,11.0609,2.40341,-0.03888,50.0,4.774921417236328,0.0450559223599,5.43433,0.0,120.415945788,0.805297,500.0,0.349438,40
0.00582147,4.623619079589844,9.457078695297241,11.3988,2.43351,-0.0521153,1242.5,4.6783928871154785,0.372036937153,4.71916,200.0,529.569400551,0.817329,2500.0,0.205352,40
-0.0441148,4.724249839782715,14.230587244033813,11.4321,2.43642,-0.0902889,3427.5,4.771158218383789,0.65514323655,1.88356,1900.0,957.597906222,0.818635,6300.0,0.147516,40
-0.0646803,6.01604700088501,20.304038763046265,11.1827,2.41437,-0.0807123,4662.5,6.065560817718506,0.675246951041,0.364057,0.0,1479.9809965,0.809792,6900.0,0.0107645,40
-0.0468743,4.814591884613037,25.170268774032593,10.8268,2.38203,-0.100795,5410.0,4.860244274139404,0.830528674849,54.7244,3700.0,877.439456601,0.796725,7700.0,0.106409,40
-0.0483928,4.668427228927612,29.91253662109375,10.576,2.35859,-0.0648754,5390.0,4.728071212768555,0.638170729423,0.146632,0.0,1976.71444574,0.787241,7800.0,0.0207765,40
-0.0134018,4.971647262573242,34.91471481323242,10.3232,2.33439,-0.0298235,5800.0,4.997958183288574,0.78559975132,0.810084,900.0,1318.33227981,0.777648,7400.0,0.0192151,40
